ID,Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Diet,Food Brand,Daily Walk Distance (miles),Other Pets in Household,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F),Synthetic,Healthy,Weight (kg)
1097,Bulldog,Medium,Male,8.0,,Moderate,Home cooked,Special,1.0,Yes,No,No,12.0,2.0,Moderate,0.0,49.0,Yes,Yes,21.77
1098,Chihuahua,Small,Female,10.0,Spayed,Very Active,Hard food,Blue Buffalo,4.0,No,No,No,12.0,3.0,Low,3.0,74.0,Yes,Yes,23.13
1099,Dachshund,Small,Male,11.0,Neutered,Active,Home cooked,Special,2.0,No,No,No,10.0,1.0,Low,1.0,66.0,Yes,Yes,24.49
1100,Australian Shepherd,Medium,Female,1.0,,Moderate,Wet food,Blue Buffalo,3.0,No,Yes,No,14.0,1.0,Active,3.0,86.0,Yes,No,25.85
1101,Golden Retriever,Large,Female,1.0,Neutered,Moderate,Home cooked,Special,1.0,Yes,No,No,10.0,1.0,Moderate,0.0,69.0,Yes,Yes,23.13
1102,Chihuahua,Small,Male,10.0,,Very Active,Special diet,Pedigree,3.0,Yes,Yes,No,11.0,2.0,Very Active,0.0,74.0,Yes,No,27.22
1103,Dachshund,Small,Female,,Spayed,Low,Home cooked,Special,5.0,Yes,Yes,No,10.0,3.0,Low,1.0,40.0,Yes,Yes,22.23
1104,Beagle,Small,Male,7.0,Spayed,Active,Wet food,Royal Canin,1.0,Yes,Yes,No,10.0,2.0,,2.0,49.0,Yes,Yes,24.49
1105,Great Dane,Large,Male,4.0,,Moderate,Special diet,Blue Buffalo,2.0,Yes,Yes,No,10.0,0.0,,2.0,81.0,Yes,Yes,29.03
1106,Chihuahua,Small,Male,12.0,,Active,Hard food,Blue Buffalo,1.0,No,No,No,12.0,1.0,,0.0,79.0,Yes,No,19.5
1107,Golden Retriever,Large,Male,9.0,Neutered,Very Active,Special diet,Blue Buffalo,3.0,Yes,No,No,13.0,1.0,Very Active,1.0,83.0,Yes,Yes,21.77
1108,Australian Shepherd,Medium,Male,8.0,Spayed,,Hard food,Hill's Science,0.0,Yes,No,No,9.0,1.0,,0.0,85.0,Yes,Yes,27.67
1109,Great Dane,Large,Male,12.0,Spayed,Very Active,Hard food,Hill's Science,1.0,,No,No,14.0,2.0,,1.0,78.0,Yes,Yes,25.85
1110,Doberman,Large,Female,2.0,Neutered,Active,Wet food,Iams,0.0,Yes,Yes,No,11.0,3.0,Very Active,3.0,84.0,Yes,Yes,10.89
1111,Great Dane,Large,Female,7.0,,Moderate,Home cooked,Special,3.0,No,No,No,11.0,0.0,Low,1.0,64.0,Yes,Yes,21.32
1112,Rottweiler,Large,Female,7.0,Spayed,Moderate,Home cooked,Special,,Yes,Yes,No,13.0,2.0,Active,3.0,67.0,Yes,Yes,19.5
1113,Poodle,Small,Male,13.0,,,Wet food,Iams,5.0,Yes,Yes,No,12.0,1.0,Very Active,2.0,100.0,Yes,No,17.24
1114,Great Dane,Large,Female,4.0,Neutered,Active,Hard food,Nutro,4.0,Yes,No,No,12.0,2.0,Low,1.0,67.0,Yes,Yes,8.62
1115,Golden Retriever,Large,Male,1.0,Spayed,Moderate,Hard food,,4.0,No,Yes,,11.0,3.0,Active,1.0,49.0,Yes,No,24.04
1116,German Shepherd,Large,Male,,Spayed,Low,Wet food,Nutro,1.0,No,Yes,No,12.0,1.0,Very Active,0.0,,Yes,No,15.88
1117,Doberman,Large,Male,3.0,Spayed,Low,Special diet,Pedigree,4.0,No,No,No,9.0,3.0,Active,1.0,34.0,Yes,Yes,21.77
1118,Beagle,Small,Female,11.0,,Moderate,Hard food,Wellness,3.0,No,No,No,12.0,0.0,Moderate,1.0,59.0,,No,14.51
1119,Australian Shepherd,Medium,Female,10.0,,Active,Home cooked,Special,0.0,No,No,No,10.0,2.0,Active,1.0,46.0,Yes,Yes,18.6
1120,Bulldog,Medium,Male,6.0,,Very Active,Wet food,Nutro,3.0,Yes,Yes,No,10.0,2.0,Low,0.0,,Yes,No,19.96
1121,Beagle,Small,Male,7.0,,Very Active,Hard food,Royal Canin,3.0,No,Yes,No,11.0,1.0,Low,2.0,37.0,Yes,Yes,26.76
1122,Yorkshire Terrier,Small,Male,7.0,Spayed,Active,Special diet,Blue Buffalo,3.0,Yes,Yes,No,8.0,1.0,,2.0,70.0,Yes,Yes,28.12
1123,Bulldog,Medium,Male,9.0,Neutered,Very Active,Wet food,Wellness,5.0,Yes,Yes,No,11.0,2.0,Moderate,3.0,78.0,Yes,Yes,25.85
1124,Chihuahua,Small,Male,10.0,Neutered,Moderate,Wet food,Royal Canin,4.0,Yes,Yes,No,11.0,3.0,Moderate,0.0,81.0,Yes,No,11.34
1125,Labrador Retriever,Large,Female,8.0,Neutered,Moderate,Special diet,Pedigree,3.0,No,No,No,12.0,1.0,Moderate,0.0,78.0,Yes,Yes,31.3
1126,Australian Shepherd,Medium,Male,8.0,Neutered,Low,Home cooked,Special,3.0,No,Yes,Yes,11.0,2.0,,2.0,55.0,Yes,Yes,26.76
1127,Labrador Retriever,Large,Female,6.0,,Low,Home cooked,Special,2.0,Yes,No,Yes,10.0,1.0,Active,1.0,38.0,Yes,Yes,20.41
1128,Siberian Husky,Medium,Female,3.0,Spayed,Low,Home cooked,Special,0.0,Yes,Yes,No,10.0,3.0,Moderate,3.0,78.0,Yes,Yes,13.15
1129,Poodle,Small,Female,11.0,,Low,Wet food,Iams,1.0,No,No,No,11.0,2.0,Active,2.0,58.0,Yes,No,
1130,German Shepherd,Large,Male,4.0,,,Home cooked,Special,,Yes,No,No,12.0,1.0,Very Active,2.0,68.0,Yes,Yes,36.74
1131,Bulldog,Medium,Male,11.0,Spayed,Low,Hard food,Purina,2.0,No,Yes,No,12.0,3.0,Very Active,3.0,68.0,Yes,No,33.11
1132,Golden Retriever,Large,Female,4.0,,Very Active,Home cooked,Special,5.0,Yes,Yes,No,13.0,2.0,Active,2.0,56.0,Yes,Yes,13.61
1133,Golden Retriever,Large,Male,9.0,Neutered,,Home cooked,Special,3.0,No,No,No,11.0,2.0,Moderate,2.0,83.0,Yes,Yes,29.48
1134,Doberman,Large,Male,1.0,Spayed,Active,Home cooked,Special,5.0,No,No,No,12.0,0.0,Very Active,0.0,58.0,Yes,Yes,25.85
1135,Dachshund,Small,Male,7.0,Neutered,Moderate,Wet food,Royal Canin,3.0,No,No,No,12.0,2.0,,0.0,98.0,Yes,Yes,20.41
1136,Golden Retriever,Large,Female,12.0,,Active,Hard food,Purina,,No,No,No,11.0,2.0,Low,4.0,43.0,Yes,Yes,17.69
1137,Rottweiler,Large,Female,13.0,,Low,Wet food,Royal Canin,5.0,Yes,Yes,No,14.0,1.0,Moderate,3.0,30.0,Yes,No,27.22
1138,Beagle,Small,Male,8.0,Spayed,Active,Home cooked,Special,5.0,No,Yes,No,9.0,1.0,Low,2.0,41.0,Yes,Yes,40.37
1139,Australian Shepherd,Medium,Male,7.0,Neutered,,Hard food,,3.0,Yes,Yes,No,12.0,0.0,,1.0,53.0,Yes,Yes,29.48
1140,Rottweiler,Large,Male,10.0,,Moderate,Hard food,Purina,2.0,No,No,No,10.0,1.0,Moderate,0.0,72.0,Yes,No,24.95
1141,Rottweiler,Large,Male,,,Active,Wet food,Purina,1.0,No,Yes,No,11.0,1.0,Very Active,2.0,68.0,Yes,Yes,30.39
1142,Chihuahua,Small,Male,11.0,,Active,Special diet,Iams,2.0,Yes,Yes,No,12.0,1.0,Moderate,2.0,100.0,Yes,Yes,24.49
1143,Chihuahua,Small,Male,9.0,Spayed,Active,Wet food,Blue Buffalo,3.0,No,No,No,14.0,2.0,,0.0,79.0,Yes,Yes,31.75
1144,Poodle,Small,Male,8.0,Neutered,Active,Special diet,Nutro,1.0,No,No,No,11.0,1.0,Low,1.0,51.0,Yes,Yes,
1145,Great Dane,Large,Male,3.0,Spayed,Active,Hard food,Pedigree,3.0,No,No,Yes,11.0,1.0,Active,2.0,59.0,Yes,Yes,14.97
1146,Poodle,Small,Male,9.0,,Active,Hard food,Wellness,2.0,No,No,No,14.0,0.0,Very Active,4.0,61.0,Yes,Yes,11.79
1147,Poodle,Small,Female,5.0,Spayed,,Wet food,Pedigree,2.0,Yes,Yes,No,,1.0,Active,2.0,71.0,Yes,Yes,30.84
1148,Australian Shepherd,Medium,Male,12.0,,,Special diet,Purina,2.0,Yes,Yes,Yes,10.0,1.0,Moderate,1.0,76.0,Yes,No,19.96
1149,Doberman,Large,Male,9.0,Neutered,Very Active,Wet food,Nutro,3.0,Yes,Yes,No,12.0,1.0,,4.0,50.0,Yes,Yes,27.22
1150,Labrador Retriever,Large,Female,10.0,,,Hard food,Blue Buffalo,1.0,Yes,No,No,12.0,1.0,Active,1.0,77.0,Yes,No,17.69
1151,Dachshund,Small,Male,,Neutered,Active,Special diet,Pedigree,3.0,,Yes,No,,2.0,,0.0,57.0,Yes,Yes,25.85
1152,Boxer,Medium,Male,11.0,Neutered,,Home cooked,Special,2.0,No,No,No,9.0,3.0,Active,0.0,62.0,Yes,Yes,25.4
1153,Labrador Retriever,Large,Male,8.0,Neutered,Low,Special diet,Nutro,3.0,No,Yes,No,10.0,2.0,Low,0.0,51.0,Yes,Yes,27.67
1154,Siberian Husky,Medium,Female,3.0,,Moderate,Home cooked,Special,4.0,No,No,No,12.0,1.0,Low,4.0,59.0,Yes,Yes,19.5
1155,Rottweiler,Large,Male,10.0,Neutered,Low,Home cooked,Special,3.0,Yes,No,No,10.0,1.0,Active,2.0,59.0,Yes,,25.4
1156,Labrador Retriever,Large,Female,3.0,Neutered,,Home cooked,Special,5.0,No,No,No,10.0,0.0,,1.0,70.0,Yes,Yes,23.59
1157,Dachshund,Small,Male,3.0,,,Hard food,Hill's Science,2.0,Yes,No,Yes,9.0,0.0,Very Active,0.0,79.0,Yes,No,26.76
1158,,Medium,Male,8.0,Neutered,Very Active,Wet food,Blue Buffalo,1.0,Yes,No,,10.0,,Active,,63.0,Yes,Yes,25.4
1159,Yorkshire Terrier,Small,Female,12.0,Neutered,Moderate,Special diet,Hill's Science,3.0,Yes,No,No,13.0,0.0,Low,,58.0,Yes,Yes,12.25
1160,Siberian Husky,Medium,Female,7.0,,Active,Wet food,,2.0,Yes,Yes,No,12.0,4.0,Moderate,0.0,74.0,Yes,,22.23
1161,Dachshund,Small,Male,1.0,Neutered,Very Active,Special diet,Hill's Science,3.0,Yes,Yes,No,,3.0,Low,1.0,58.0,Yes,Yes,34.93
1162,Poodle,,Female,3.0,,Active,Home cooked,Special,3.0,No,Yes,No,12.0,3.0,Moderate,2.0,45.0,Yes,Yes,26.76
1163,German Shepherd,Large,Male,4.0,,Active,Home cooked,Special,2.0,Yes,No,No,10.0,1.0,,1.0,66.0,Yes,Yes,21.77
1164,German Shepherd,Large,Male,4.0,Spayed,Moderate,Hard food,Royal Canin,1.0,Yes,Yes,No,12.0,1.0,Low,2.0,59.0,Yes,Yes,19.96
1165,Labrador Retriever,Large,Female,1.0,,Active,Special diet,Wellness,1.0,No,No,No,11.0,1.0,Very Active,1.0,46.0,Yes,Yes,31.75
1166,Boxer,Medium,Female,12.0,,Low,Home cooked,Special,1.0,No,Yes,No,10.0,2.0,Moderate,1.0,83.0,Yes,No,19.5
1167,Yorkshire Terrier,Small,Male,5.0,,Moderate,Special diet,Hill's Science,3.0,Yes,Yes,No,10.0,2.0,Low,2.0,43.0,Yes,Yes,31.3
1168,Chihuahua,Small,Male,1.0,Neutered,Active,Wet food,Blue Buffalo,1.0,No,No,No,,1.0,,2.0,73.0,Yes,Yes,29.48
1169,Yorkshire Terrier,Small,Female,9.0,Neutered,,Wet food,Wellness,5.0,Yes,Yes,No,11.0,1.0,Very Active,2.0,67.0,Yes,No,30.39
1170,Poodle,Small,Male,12.0,Neutered,,Wet food,Royal Canin,2.0,No,Yes,No,12.0,3.0,Moderate,0.0,71.0,Yes,No,24.95
1171,Boxer,Medium,Female,,Neutered,Moderate,Home cooked,Special,2.0,No,Yes,No,9.0,3.0,Active,0.0,74.0,Yes,No,30.39
1172,Great Dane,Large,Female,9.0,Neutered,Moderate,Hard food,Hill's Science,2.0,Yes,Yes,No,10.0,1.0,Very Active,,65.0,Yes,No,20.87
1173,Yorkshire Terrier,Small,Male,13.0,,Moderate,Wet food,Wellness,1.0,No,Yes,No,10.0,4.0,Low,2.0,48.0,Yes,No,4.54
1174,Siberian Husky,Medium,Male,7.0,Neutered,Moderate,Special diet,Royal Canin,0.0,Yes,No,No,10.0,3.0,Moderate,2.0,62.0,Yes,Yes,19.96
1175,Poodle,Small,Female,12.0,,,Hard food,Nutro,3.0,Yes,Yes,No,10.0,0.0,,3.0,,Yes,,33.57
1176,Yorkshire Terrier,Small,Male,4.0,Spayed,Moderate,Special diet,Royal Canin,4.0,Yes,Yes,No,10.0,0.0,Very Active,0.0,63.0,Yes,Yes,23.13
1177,Siberian Husky,Medium,Female,13.0,Spayed,Low,Special diet,Iams,1.0,Yes,Yes,No,10.0,2.0,Moderate,1.0,,Yes,Yes,32.66
1178,Dachshund,Small,Female,10.0,,Very Active,Home cooked,Special,1.0,Yes,Yes,No,12.0,3.0,Low,0.0,65.0,Yes,No,20.87
1179,Dachshund,Small,Female,10.0,Spayed,,Wet food,Wellness,5.0,Yes,Yes,No,11.0,1.0,Low,2.0,67.0,Yes,No,19.5
1180,German Shepherd,Large,Female,11.0,Neutered,Very Active,Special diet,Iams,6.0,No,No,No,8.0,3.0,Very Active,3.0,30.0,Yes,Yes,24.95
1181,Beagle,Small,Female,7.0,Spayed,Moderate,Home cooked,Special,1.0,No,No,No,10.0,3.0,,0.0,66.0,Yes,Yes,18.14
1182,Labrador Retriever,Large,Male,7.0,Neutered,Active,Hard food,Pedigree,2.0,Yes,Yes,No,8.0,2.0,Active,2.0,74.0,Yes,Yes,9.98
1183,Beagle,Small,Male,12.0,,Low,Home cooked,Special,0.0,No,No,No,13.0,1.0,Moderate,4.0,84.0,Yes,Yes,22.68
1184,Beagle,Small,Female,12.0,Spayed,Low,Wet food,Pedigree,4.0,No,,No,8.0,1.0,,3.0,59.0,Yes,Yes,32.21
1185,Bulldog,Medium,Female,9.0,Spayed,Very Active,Special diet,Royal Canin,2.0,Yes,No,No,11.0,1.0,Low,1.0,69.0,Yes,Yes,24.49
1186,Golden Retriever,Large,Female,6.0,Spayed,Moderate,Wet food,Hill's Science,1.0,Yes,No,No,10.0,2.0,Active,0.0,70.0,Yes,Yes,21.77
1187,Chihuahua,Small,Male,8.0,,Moderate,Hard food,Wellness,0.0,Yes,Yes,No,13.0,1.0,Very Active,1.0,47.0,Yes,No,26.31
1188,Boxer,Medium,Male,11.0,Neutered,Low,Wet food,Hill's Science,0.0,Yes,Yes,No,12.0,2.0,Very Active,0.0,50.0,Yes,No,14.06
1189,Beagle,Small,Male,13.0,Neutered,Active,Home cooked,Special,4.0,Yes,Yes,No,11.0,1.0,Low,3.0,62.0,Yes,Yes,29.03
1190,German Shepherd,Large,Male,5.0,,Moderate,Special diet,Blue Buffalo,3.0,No,Yes,No,9.0,0.0,,2.0,72.0,Yes,,26.76
1191,Beagle,Small,Female,4.0,,Moderate,Special diet,Hill's Science,5.0,No,No,No,,2.0,,1.0,48.0,Yes,Yes,25.4
1192,Beagle,Small,Female,1.0,Neutered,,Special diet,Hill's Science,2.0,No,No,No,11.0,0.0,,2.0,,Yes,Yes,16.33
1193,Rottweiler,Large,Male,13.0,,,Special diet,Iams,1.0,Yes,No,No,12.0,2.0,Low,3.0,81.0,Yes,Yes,18.14
1194,Yorkshire Terrier,Small,Male,2.0,Neutered,Active,Hard food,Royal Canin,4.0,No,No,Yes,11.0,1.0,,1.0,63.0,Yes,Yes,20.87
1195,Poodle,Small,Female,10.0,,Low,Wet food,Royal Canin,2.0,Yes,Yes,No,13.0,1.0,Very Active,1.0,85.0,Yes,No,14.97
1196,,Medium,Male,4.0,Spayed,Very Active,Home cooked,Special,2.0,Yes,No,No,,3.0,Very Active,1.0,63.0,Yes,Yes,22.23
1197,Bulldog,Medium,Female,5.0,Spayed,Low,Wet food,Blue Buffalo,3.0,Yes,No,No,10.0,2.0,Active,3.0,,Yes,Yes,14.97
1198,Dachshund,Small,Female,6.0,Spayed,Low,Home cooked,Special,1.0,Yes,No,No,10.0,1.0,Low,0.0,78.0,Yes,Yes,23.13
1199,Boxer,Medium,Male,6.0,Neutered,Moderate,Wet food,Wellness,3.0,No,No,No,13.0,1.0,Very Active,2.0,86.0,Yes,Yes,29.94
1200,Golden Retriever,Large,Female,4.0,,,Wet food,Pedigree,5.0,Yes,Yes,No,10.0,2.0,Low,3.0,54.0,Yes,No,14.51
1201,Chihuahua,Small,Male,11.0,Spayed,Low,Home cooked,Special,3.0,Yes,No,No,10.0,2.0,Low,0.0,65.0,Yes,Yes,15.42
1202,Poodle,Small,Male,10.0,Neutered,Moderate,Home cooked,Special,3.0,,Yes,No,12.0,2.0,Low,4.0,82.0,Yes,Yes,16.78
1203,Doberman,Large,Female,11.0,,Very Active,Home cooked,Special,0.0,No,,No,9.0,1.0,Active,4.0,100.0,Yes,Yes,27.67
1204,Dachshund,Small,Female,8.0,,Active,Wet food,Hill's Science,2.0,Yes,No,No,10.0,1.0,Active,3.0,53.0,Yes,Yes,27.22
1205,Bulldog,Medium,Female,9.0,Spayed,Very Active,Home cooked,Special,3.0,Yes,No,No,12.0,3.0,Very Active,3.0,71.0,Yes,Yes,24.95
1206,German Shepherd,Large,Female,12.0,Spayed,Very Active,Special diet,Hill's Science,1.0,,Yes,No,13.0,2.0,,3.0,61.0,Yes,Yes,35.38
1207,Rottweiler,Large,Female,12.0,Spayed,Low,Special diet,Hill's Science,5.0,Yes,Yes,No,10.0,2.0,Moderate,0.0,93.0,Yes,No,34.47
1208,Poodle,Small,Male,4.0,,Very Active,Home cooked,Special,2.0,No,Yes,No,11.0,3.0,Moderate,2.0,66.0,Yes,Yes,19.96
1209,Bulldog,Medium,Male,13.0,,Moderate,Home cooked,Special,2.0,No,No,No,14.0,1.0,Low,2.0,43.0,Yes,Yes,28.58
1210,Bulldog,Medium,Female,5.0,Neutered,Very Active,Wet food,Blue Buffalo,1.0,Yes,No,No,13.0,1.0,Very Active,1.0,67.0,Yes,Yes,19.96
1211,Beagle,Small,Female,3.0,Spayed,Low,Wet food,Purina,3.0,Yes,No,No,12.0,0.0,,1.0,42.0,Yes,Yes,23.59
1212,Rottweiler,Large,Male,5.0,Spayed,Active,Wet food,Nutro,3.0,No,Yes,No,11.0,2.0,Low,0.0,49.0,Yes,Yes,13.61
1213,Yorkshire Terrier,Small,Male,2.0,,Moderate,Home cooked,Special,7.0,No,Yes,No,12.0,0.0,Active,2.0,66.0,Yes,Yes,21.77
1214,Yorkshire Terrier,Small,Female,4.0,,,Hard food,Wellness,4.0,No,No,No,12.0,0.0,,1.0,42.0,Yes,Yes,26.76
1215,Great Dane,Large,Male,9.0,Neutered,Active,Special diet,Purina,3.0,No,Yes,No,9.0,2.0,,0.0,65.0,Yes,Yes,29.48
1216,Beagle,Small,Female,7.0,,Moderate,Hard food,Royal Canin,3.0,No,Yes,No,,0.0,Low,0.0,40.0,Yes,No,26.31
1217,Siberian Husky,Medium,Female,7.0,Neutered,Moderate,Special diet,Iams,3.0,Yes,Yes,No,12.0,2.0,,1.0,56.0,Yes,Yes,16.78
1218,Boxer,Medium,Male,10.0,Neutered,Moderate,Home cooked,Special,0.0,No,No,No,11.0,2.0,Very Active,1.0,30.0,Yes,Yes,25.4
1219,Poodle,Small,Male,13.0,Neutered,Low,Wet food,Iams,2.0,,Yes,No,8.0,1.0,Low,0.0,63.0,Yes,No,20.41
1220,Boxer,Medium,Female,6.0,Neutered,Active,Hard food,Royal Canin,3.0,Yes,No,No,10.0,2.0,,0.0,73.0,Yes,Yes,29.03
1221,Golden Retriever,Large,Female,7.0,Neutered,,Hard food,Pedigree,1.0,No,,No,10.0,4.0,Very Active,2.0,81.0,Yes,Yes,19.05
1222,Siberian Husky,Medium,Male,7.0,Neutered,Low,Home cooked,Special,2.0,No,No,,8.0,2.0,Moderate,1.0,65.0,Yes,Yes,26.31
1223,Boxer,Medium,Male,8.0,Neutered,,Hard food,Purina,3.0,No,Yes,No,13.0,1.0,Active,2.0,81.0,Yes,Yes,28.58
1224,Dachshund,Small,Female,6.0,Neutered,Moderate,Special diet,Hill's Science,5.0,No,Yes,No,13.0,2.0,Active,2.0,57.0,Yes,Yes,24.49
1225,Golden Retriever,Large,Male,9.0,Spayed,Active,Wet food,,,Yes,No,No,10.0,2.0,Moderate,1.0,35.0,Yes,Yes,22.23
1226,Bulldog,Medium,Female,13.0,Spayed,Low,Wet food,Iams,3.0,Yes,Yes,No,9.0,3.0,Low,0.0,81.0,Yes,No,14.97
1227,Dachshund,Small,Male,7.0,Spayed,Very Active,Wet food,Iams,3.0,No,No,No,12.0,1.0,Low,0.0,71.0,Yes,Yes,26.31
1228,Rottweiler,Large,Male,5.0,Neutered,Active,Special diet,Iams,4.0,Yes,No,No,9.0,1.0,Very Active,3.0,69.0,Yes,Yes,24.04
1229,Boxer,Medium,Female,5.0,Neutered,Active,Special diet,Wellness,3.0,Yes,No,No,10.0,0.0,Active,0.0,37.0,Yes,Yes,14.51
1230,German Shepherd,Large,Female,12.0,,Very Active,Home cooked,Special,2.0,No,No,No,12.0,1.0,Active,1.0,90.0,Yes,Yes,9.98
1231,Australian Shepherd,Medium,Male,13.0,Neutered,Very Active,Home cooked,Special,4.0,No,Yes,No,11.0,1.0,Very Active,1.0,63.0,Yes,Yes,18.6
1232,Boxer,Medium,Male,2.0,,Very Active,Special diet,Royal Canin,4.0,Yes,Yes,No,12.0,1.0,Moderate,1.0,58.0,Yes,Yes,25.4
1233,Poodle,Small,Female,3.0,Neutered,Very Active,Special diet,Wellness,4.0,Yes,No,No,12.0,1.0,,2.0,45.0,Yes,Yes,16.78
1234,Siberian Husky,Medium,Female,11.0,,,Home cooked,Special,1.0,Yes,No,No,12.0,1.0,Moderate,2.0,46.0,Yes,Yes,12.25
1235,Chihuahua,Small,Female,4.0,Spayed,Moderate,Wet food,Iams,3.0,Yes,Yes,No,12.0,2.0,Low,1.0,70.0,Yes,Yes,14.51
1236,Yorkshire Terrier,Small,Male,2.0,Spayed,Moderate,Hard food,Wellness,5.0,Yes,Yes,No,10.0,1.0,Low,1.0,75.0,Yes,Yes,33.11
1237,Dachshund,Small,Female,10.0,Neutered,Low,Wet food,Nutro,2.0,Yes,Yes,No,12.0,1.0,Active,1.0,75.0,Yes,No,11.79
1238,German Shepherd,Large,Male,11.0,Spayed,Very Active,Special diet,,5.0,No,No,No,8.0,1.0,Active,2.0,77.0,Yes,Yes,23.13
1239,Beagle,Small,Female,11.0,,Moderate,Home cooked,Special,1.0,Yes,No,Yes,10.0,2.0,Low,1.0,41.0,Yes,No,32.66
1240,Doberman,Large,Female,9.0,Neutered,Active,Hard food,Iams,2.0,No,Yes,No,11.0,2.0,Low,3.0,,Yes,Yes,20.41
1241,Great Dane,Large,Female,11.0,Neutered,Low,Special diet,Purina,0.0,Yes,Yes,No,9.0,2.0,Active,0.0,50.0,Yes,No,28.58
1242,Rottweiler,Large,Female,12.0,Neutered,,Hard food,Iams,4.0,No,Yes,No,11.0,0.0,Low,0.0,86.0,Yes,No,37.19
1243,Great Dane,Large,Female,2.0,,Moderate,Special diet,Nutro,2.0,Yes,No,No,12.0,3.0,Moderate,1.0,75.0,Yes,Yes,18.14
1244,Yorkshire Terrier,Small,Male,4.0,Spayed,,Hard food,Blue Buffalo,2.0,Yes,Yes,No,8.0,3.0,Moderate,0.0,70.0,Yes,No,22.68
1245,Poodle,Small,Male,13.0,,Moderate,Wet food,Blue Buffalo,4.0,No,No,No,12.0,1.0,Low,1.0,79.0,Yes,No,20.41
1246,Golden Retriever,Large,Male,2.0,Neutered,Very Active,Wet food,Pedigree,4.0,Yes,No,No,11.0,1.0,Very Active,3.0,88.0,Yes,Yes,14.06
1247,Great Dane,Large,Female,10.0,,Moderate,Wet food,Blue Buffalo,5.0,Yes,Yes,No,11.0,2.0,Moderate,2.0,93.0,Yes,No,17.69
1248,Rottweiler,Large,Female,10.0,Spayed,Moderate,Wet food,Royal Canin,4.0,No,No,No,11.0,,Active,2.0,57.0,Yes,Yes,23.59
1249,Great Dane,Large,Male,9.0,,Very Active,Home cooked,Special,6.0,Yes,Yes,,10.0,1.0,Very Active,2.0,79.0,Yes,,24.04
1250,Labrador Retriever,Large,Female,5.0,Neutered,Moderate,Hard food,Nutro,2.0,No,Yes,Yes,11.0,1.0,Very Active,1.0,60.0,Yes,No,13.15
1251,Yorkshire Terrier,Small,Male,8.0,Neutered,Moderate,Home cooked,Special,1.0,Yes,Yes,No,10.0,0.0,Active,4.0,90.0,Yes,Yes,9.07
1252,Golden Retriever,Large,Male,11.0,Spayed,Active,Home cooked,Special,2.0,Yes,Yes,No,13.0,2.0,Very Active,2.0,78.0,Yes,Yes,8.16
1253,Golden Retriever,Large,Female,6.0,Spayed,Active,Hard food,Purina,3.0,No,No,No,10.0,2.0,Very Active,2.0,57.0,Yes,Yes,20.41
1254,Dachshund,Small,Female,7.0,,,Wet food,Pedigree,1.0,,Yes,No,11.0,0.0,,2.0,76.0,Yes,No,29.03
1255,Siberian Husky,Medium,Female,5.0,Spayed,Moderate,Home cooked,Special,5.0,Yes,No,No,14.0,2.0,Active,4.0,61.0,Yes,Yes,26.31
1256,Golden Retriever,Large,Male,1.0,Spayed,Low,Hard food,Hill's Science,1.0,Yes,Yes,No,14.0,1.0,Low,2.0,76.0,Yes,No,30.39
1257,Dachshund,Small,Female,4.0,Spayed,Active,Home cooked,Special,2.0,No,Yes,No,13.0,2.0,Very Active,0.0,55.0,Yes,Yes,20.41
1258,Chihuahua,Small,Female,2.0,Spayed,Active,Wet food,Hill's Science,,Yes,No,No,10.0,3.0,Low,2.0,57.0,Yes,Yes,27.22
1259,Dachshund,Small,Male,1.0,Spayed,Low,Hard food,Pedigree,1.0,Yes,Yes,No,11.0,2.0,Active,0.0,81.0,Yes,No,15.88
1260,Poodle,Small,Female,5.0,,Low,Home cooked,Special,2.0,Yes,Yes,No,11.0,2.0,Low,2.0,68.0,Yes,Yes,28.58
1261,Boxer,Medium,Male,3.0,,Low,Hard food,Nutro,2.0,No,No,Yes,12.0,2.0,Low,0.0,67.0,Yes,No,20.87
1262,Great Dane,Large,Male,11.0,Spayed,Very Active,Home cooked,Special,0.0,No,No,No,9.0,1.0,,0.0,81.0,Yes,Yes,17.69
1263,Dachshund,Small,Female,2.0,Spayed,Low,Wet food,Hill's Science,4.0,No,Yes,No,11.0,0.0,Low,3.0,59.0,Yes,Yes,21.32
1264,Golden Retriever,Large,Male,10.0,Neutered,Low,Hard food,Hill's Science,3.0,No,Yes,No,12.0,2.0,Active,1.0,96.0,Yes,No,19.05
1265,Australian Shepherd,Medium,Male,4.0,Spayed,Low,Hard food,Nutro,3.0,No,No,No,10.0,1.0,Low,0.0,45.0,Yes,Yes,29.03
1266,Siberian Husky,Medium,Female,11.0,,Moderate,Wet food,Nutro,4.0,Yes,Yes,No,12.0,2.0,Very Active,1.0,75.0,Yes,No,
1267,German Shepherd,Large,Male,5.0,,Moderate,Special diet,Iams,1.0,Yes,No,No,12.0,1.0,Low,1.0,92.0,Yes,Yes,23.59
1268,Dachshund,Small,Female,13.0,,Moderate,Wet food,Hill's Science,4.0,No,No,No,9.0,2.0,Low,0.0,36.0,Yes,No,13.61
1269,Dachshund,Small,Female,13.0,Neutered,Low,Wet food,Iams,4.0,Yes,Yes,No,9.0,0.0,Low,2.0,71.0,Yes,No,12.7
