Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Hours of Sleep,Play Time (hrs),Annual Vet Visits,Weight (kg)
Yorkshire Terrier,Small,Male,13.0,Unknown,Very Active,0.0,11.0,3.0,0.0,2.1
Dachshund,Small,Female,7.0,Neutered,Unknown,2.0,11.0,4.0,1.0,7.25
Yorkshire Terrier,Small,Female,5.0,Spayed,Moderate,2.0,13.0,4.0,1.0,3.27
German Shepherd,Large,Unknown,9.0,Neutered,Very Active,2.0,11.0,2.0,0.0,24.04
Great Dane,Large,Female,13.0,Spayed,Unknown,3.0,13.0,1.0,3.0,55.72
Australian Shepherd,Medium,Female,10.0,Spayed,Active,4.0,11.0,2.0,1.0,31.3
Yorkshire Terrier,Small,Female,10.0,Spayed,Unknown,3.0,11.0,3.0,2.0,3.11
Dachshund,Small,Female,9.0,Unknown,Moderate,3.0,9.0,2.0,4.0,6.13
Great Dane,Large,Male,5.0,Unknown,Unknown,0.0,11.0,1.0,0.0,55.01
Golden Retriever,Large,Male,11.0,Spayed,Unknown,6.0,11.0,3.0,1.0,29.15
Bulldog,Medium,Female,4.0,Unknown,Very Active,4.0,11.0,1.0,1.0,24.76
Boxer,Medium,Male,10.0,Spayed,Active,3.0,9.0,1.0,3.0,32.03
Siberian Husky,Medium,Female,3.0,Unknown,Low,2.0,11.0,1.0,2.0,17.94
Siberian Husky,Medium,Male,12.0,Spayed,Very Active,5.0,12.0,3.0,1.0,20.52
Labrador Retriever,Large,Male,9.0,Neutered,Low,5.0,12.0,2.0,1.0,35.13
Doberman,Large,Male,6.0,Spayed,Very Active,1.0,11.0,1.0,0.0,31.32
Great Dane,Large,Female,4.0,Neutered,Moderate,5.0,11.0,2.0,2.0,60.22
German Shepherd,Large,Female,11.0,Neutered,Low,2.0,11.0,2.0,1.0,29.94
German Shepherd,Large,Male,2.0,Spayed,Low,2.0,11.0,2.0,1.0,22.23
Poodle,Small,Male,1.0,Neutered,Active,3.0,11.0,2.0,1.0,28.12
German Shepherd,Large,Male,4.0,Spayed,Very Active,2.0,11.0,1.0,0.0,32.73
Labrador Retriever,Large,Female,9.0,Spayed,Very Active,3.0,13.0,2.0,2.0,26.14
Yorkshire Terrier,Small,Male,4.0,Neutered,Very Active,1.0,10.0,3.0,1.0,4.43
Boxer,Medium,Male,9.0,Spayed,Moderate,1.0,10.0,1.0,2.0,34.27
Chihuahua,Small,Male,9.0,Neutered,Low,2.0,11.0,3.0,3.0,1.46
Bulldog,Medium,Male,12.0,Spayed,Moderate,3.0,10.0,2.0,2.0,24.95
Rottweiler,Large,Male,9.0,Spayed,Low,4.0,13.0,1.0,3.0,54.57
Siberian Husky,Medium,Male,11.0,Unknown,Active,2.0,10.0,2.0,1.0,18.04
Golden Retriever,Large,Female,7.0,Unknown,Low,1.0,14.0,2.0,0.0,30.84
Yorkshire Terrier,Small,Male,10.0,Unknown,Active,4.0,10.0,2.0,3.0,2.6
Boxer,Medium,Female,7.0,Neutered,Low,2.0,13.0,0.0,1.0,33.19
Siberian Husky,Medium,Female,1.0,Unknown,Active,3.0,13.0,3.0,1.0,19.96
Doberman,Large,Male,4.0,Spayed,Active,1.0,10.0,2.0,1.0,28.12
Great Dane,Large,Female,13.0,Unknown,Very Active,2.0,11.0,1.0,1.0,79.02
Beagle,Small,Female,2.0,Neutered,Active,3.0,11.0,2.0,0.0,15.63
Beagle,Small,Male,4.0,Neutered,Moderate,3.0,11.0,2.0,1.0,13.07
Yorkshire Terrier,Small,Female,12.0,Spayed,Moderate,5.0,11.0,0.0,0.0,3.27
Yorkshire Terrier,Unknown,Female,3.0,Unknown,Low,0.0,10.0,2.0,1.0,4.41
Yorkshire Terrier,Small,Male,2.0,Spayed,Very Active,6.0,10.0,1.0,1.0,2.32
Chihuahua,Small,Male,8.0,Neutered,Active,2.0,12.0,1.0,2.0,2.36
Chihuahua,Small,Male,9.0,Neutered,Active,0.0,9.0,2.0,2.0,1.04
Dachshund,Small,Male,12.0,Spayed,Moderate,5.0,8.0,2.0,2.0,5.91
Chihuahua,Small,Unknown,5.0,Spayed,Moderate,2.0,13.0,2.0,2.0,1.79
Labrador Retriever,Large,Female,9.0,Neutered,Low,5.0,11.0,2.0,1.0,31.3
Golden Retriever,Large,Female,2.0,Neutered,Low,5.0,10.0,1.0,1.0,25.33
Golden Retriever,Large,Male,12.0,Spayed,Very Active,1.0,12.0,1.0,3.0,33.3
Yorkshire Terrier,Small,Female,10.0,Unknown,Very Active,1.0,8.0,2.0,2.0,4.3
Great Dane,Large,Male,2.0,Spayed,Active,1.0,13.0,2.0,1.0,57.2
Dachshund,Small,Male,6.0,Neutered,Active,3.0,13.0,1.0,1.0,8.39
Dachshund,Small,Male,10.0,Neutered,Unknown,0.0,11.0,4.0,1.0,8.83
Labrador Retriever,Large,Female,11.0,Neutered,Unknown,5.0,13.0,2.0,3.0,33.71
Bulldog,Medium,Female,13.0,Unknown,Unknown,4.0,11.0,2.0,2.0,22.65
Bulldog,Medium,Male,4.0,Spayed,Unknown,4.0,11.0,2.0,1.0,19.74
Great Dane,Large,Female,1.0,Spayed,Unknown,2.0,12.0,2.0,4.0,77.98
Poodle,Small,Female,8.0,Neutered,Active,0.0,13.0,2.0,2.0,21.77
Australian Shepherd,Medium,Male,7.0,Spayed,Active,4.0,11.0,2.0,0.0,19.5
Beagle,Small,Male,10.0,Unknown,Active,2.0,11.0,0.0,4.0,9.85
Bulldog,Medium,Female,6.0,Unknown,Active,3.0,11.0,0.0,0.0,19.5
Bulldog,Medium,Male,8.0,Neutered,Active,4.0,13.0,3.0,0.0,22.62
Boxer,Medium,Male,2.0,Spayed,Active,2.0,11.0,2.0,2.0,29.48
German Shepherd,Large,Unknown,13.0,Neutered,Unknown,2.0,10.0,0.0,1.0,38.43
Great Dane,Large,Male,11.0,Spayed,Very Active,3.0,8.0,1.0,3.0,60.38
German Shepherd,Large,Female,8.0,Neutered,Unknown,2.0,12.0,1.0,1.0,24.95
Great Dane,Large,Male,6.0,Neutered,Low,2.0,9.0,3.0,0.0,52.6
Dachshund,Small,Male,8.0,Neutered,Active,4.0,9.0,1.0,1.0,5.06
Great Dane,Large,Male,10.0,Spayed,Moderate,3.0,14.0,2.0,1.0,52.85
Dachshund,Small,Female,12.0,Unknown,Low,3.0,12.0,2.0,1.0,6.61
Beagle,Unknown,Male,8.0,Unknown,Very Active,3.0,12.0,2.0,1.0,14.47
Chihuahua,Small,Male,12.0,Neutered,Low,2.0,12.0,2.0,1.0,3.01
Golden Retriever,Large,Male,6.0,Neutered,Active,3.0,11.0,2.0,0.0,31.3
Doberman,Large,Male,7.0,Neutered,Moderate,2.0,12.0,3.0,1.0,33.94
Poodle,Small,Male,10.0,Spayed,Very Active,0.0,13.0,1.0,2.0,12.25
Golden Retriever,Large,Male,4.0,Spayed,Moderate,5.0,9.0,0.0,3.0,25.55
Labrador Retriever,Large,Female,11.0,Neutered,Active,3.0,12.0,1.0,2.0,30.75
Beagle,Small,Female,12.0,Neutered,Active,3.0,12.0,0.0,1.0,9.01
Great Dane,Large,Male,8.0,Unknown,Very Active,3.0,8.0,2.0,1.0,56.71
Yorkshire Terrier,Unknown,Female,6.0,Spayed,Very Active,1.0,9.0,2.0,1.0,2.6
German Shepherd,Large,Female,5.0,Unknown,Active,4.0,14.0,1.0,1.0,23.76
Siberian Husky,Medium,Female,5.0,Spayed,Very Active,4.0,13.0,2.0,1.0,26.07
Dachshund,Small,Female,7.0,Neutered,Unknown,1.0,8.0,2.0,2.0,7.24
Great Dane,Large,Male,1.0,Unknown,Very Active,2.0,13.0,1.0,2.0,71.99
Unknown,Large,Male,8.0,Unknown,Very Active,6.0,14.0,1.0,2.0,13.61
Bulldog,Medium,Male,1.0,Neutered,Unknown,3.0,10.0,1.0,1.0,20.57
Poodle,Small,Female,10.0,Neutered,Active,4.0,10.0,1.0,3.0,23.13
Golden Retriever,Large,Female,13.0,Neutered,Unknown,5.0,11.0,1.0,1.0,31.58
Siberian Husky,Medium,Female,7.0,Neutered,Unknown,5.0,10.0,1.0,1.0,21.77
Beagle,Small,Unknown,4.0,Spayed,Very Active,3.0,11.0,2.0,0.0,11.61
Beagle,Small,Male,8.0,Spayed,Very Active,5.0,10.0,3.0,2.0,15.31
Poodle,Small,Female,6.0,Spayed,Active,1.0,9.0,2.0,1.0,25.37
Chihuahua,Small,Male,2.0,Unknown,Very Active,4.0,12.0,1.0,3.0,3.41
Doberman,Large,Male,12.0,Spayed,Active,2.0,13.0,1.0,0.0,29.03
Siberian Husky,Unknown,Male,11.0,Neutered,Unknown,0.0,14.0,2.0,1.0,21.8
German Shepherd,Large,Female,7.0,Unknown,Active,4.0,11.0,3.0,2.0,29.03
Chihuahua,Small,Female,6.0,Unknown,Very Active,2.0,10.0,2.0,2.0,3.53
Yorkshire Terrier,Small,Female,9.0,Neutered,Very Active,1.0,12.0,2.0,3.0,2.37
Yorkshire Terrier,Small,Male,11.0,Unknown,Moderate,6.0,12.0,1.0,3.0,2.38
Doberman,Large,Male,3.0,Unknown,Very Active,4.0,10.0,1.0,1.0,28.14
Beagle,Small,Male,4.0,Unknown,Very Active,1.0,8.0,3.0,0.0,13.35
Dachshund,Small,Female,1.0,Spayed,Unknown,0.0,8.0,3.0,3.0,6.21
Bulldog,Medium,Male,8.0,Spayed,Moderate,3.0,11.0,3.0,2.0,20.09
Golden Retriever,Large,Female,12.0,Neutered,Low,3.0,11.0,2.0,1.0,26.01
Golden Retriever,Large,Female,9.0,Neutered,Unknown,2.0,12.0,2.0,4.0,30.36
Boxer,Medium,Female,13.0,Spayed,Moderate,2.0,9.0,3.0,4.0,30.91
Yorkshire Terrier,Small,Female,3.0,Unknown,Moderate,3.0,9.0,2.0,0.0,3.8
Dachshund,Small,Female,9.0,Unknown,Moderate,1.0,10.0,2.0,2.0,5.48
Rottweiler,Large,Male,11.0,Neutered,Low,3.0,10.0,1.0,1.0,59.23
Bulldog,Medium,Female,11.0,Neutered,Low,4.0,12.0,2.0,1.0,23.97
Dachshund,Small,Female,2.0,Unknown,Active,1.0,10.0,2.0,3.0,7.01
Poodle,Small,Male,10.0,Spayed,Moderate,3.0,12.0,1.0,2.0,25.4
Doberman,Large,Male,6.0,Unknown,Very Active,2.0,11.0,2.0,1.0,31.3
Great Dane,Large,Female,12.0,Unknown,Very Active,0.0,12.0,2.0,2.0,50.79
Great Dane,Large,Male,10.0,Neutered,Active,3.0,12.0,0.0,4.0,65.1
Poodle,Small,Female,6.0,Neutered,Moderate,0.0,11.0,2.0,3.0,27.67
Golden Retriever,Large,Male,1.0,Unknown,Very Active,4.0,11.0,0.0,3.0,25.14
Bulldog,Medium,Female,7.0,Spayed,Active,1.0,13.0,1.0,1.0,18.94
German Shepherd,Large,Male,9.0,Spayed,Very Active,3.0,11.0,2.0,4.0,29.94
Beagle,Small,Male,6.0,Neutered,Very Active,2.0,9.0,2.0,1.0,11.66
Beagle,Small,Female,5.0,Unknown,Very Active,2.0,12.0,1.0,1.0,11.79
Labrador Retriever,Large,Male,4.0,Unknown,Very Active,3.0,11.0,2.0,1.0,34.27
Dachshund,Small,Female,4.0,Spayed,Active,2.0,10.0,3.0,2.0,8.96
Golden Retriever,Large,Male,3.0,Neutered,Unknown,3.0,14.0,3.0,2.0,29.46
Beagle,Small,Female,13.0,Neutered,Unknown,5.0,14.0,1.0,1.0,15.34
Siberian Husky,Medium,Male,2.0,Spayed,Active,2.0,9.0,2.0,0.0,26.13
Rottweiler,Large,Male,5.0,Unknown,Unknown,4.0,9.0,2.0,1.0,47.38
Poodle,Small,Male,3.0,Neutered,Very Active,3.0,9.0,1.0,2.0,22.68
Australian Shepherd,Medium,Male,13.0,Neutered,Active,0.0,12.0,1.0,1.0,23.13
Yorkshire Terrier,Small,Male,3.0,Unknown,Low,3.0,12.0,1.0,2.0,3.2
Great Dane,Large,Female,4.0,Spayed,Very Active,5.0,12.0,2.0,1.0,75.57
Boxer,Medium,Male,5.0,Spayed,Unknown,0.0,9.0,0.0,1.0,28.12
Doberman,Large,Male,1.0,Spayed,Unknown,1.0,11.0,1.0,1.0,28.07
Labrador Retriever,Large,Female,9.0,Spayed,Active,3.0,8.0,0.0,1.0,25.97
Rottweiler,Large,Female,4.0,Spayed,Active,3.0,9.0,0.0,0.0,54.22
Golden Retriever,Large,Unknown,4.0,Neutered,Unknown,5.0,10.0,2.0,1.0,27.22
Yorkshire Terrier,Small,Male,7.0,Neutered,Low,1.0,12.0,1.0,2.0,4.78
Chihuahua,Small,Female,2.0,Neutered,Active,3.0,9.0,2.0,0.0,2.5
Australian Shepherd,Medium,Female,13.0,Spayed,Very Active,4.0,11.0,1.0,1.0,22.68
Labrador Retriever,Large,Female,11.0,Unknown,Moderate,1.0,12.0,0.0,1.0,32.21
Rottweiler,Large,Male,2.0,Neutered,Low,3.0,11.0,4.0,1.0,37.93
German Shepherd,Large,Female,2.0,Neutered,Moderate,4.0,13.0,0.0,4.0,37.19
Siberian Husky,Medium,Female,13.0,Spayed,Very Active,1.0,13.0,1.0,1.0,25.85
Labrador Retriever,Large,Female,4.0,Spayed,Unknown,1.0,11.0,1.0,3.0,29.48
Boxer,Medium,Male,12.0,Spayed,Very Active,2.0,9.0,2.0,0.0,32.52
Siberian Husky,Medium,Female,9.0,Neutered,Unknown,3.0,12.0,1.0,1.0,26.36
Chihuahua,Small,Female,6.0,Neutered,Very Active,1.0,12.0,1.0,3.0,2.69
Australian Shepherd,Medium,Female,4.0,Unknown,Moderate,2.0,10.0,1.0,2.0,18.34
Boxer,Medium,Female,1.0,Spayed,Unknown,1.0,11.0,0.0,1.0,34.57
Rottweiler,Large,Male,11.0,Neutered,Active,4.0,12.0,1.0,2.0,55.76
Dachshund,Small,Male,9.0,Spayed,Very Active,2.0,10.0,1.0,1.0,8.08
German Shepherd,Large,Male,6.0,Neutered,Unknown,1.0,11.0,2.0,1.0,30.39
Bulldog,Medium,Female,6.0,Neutered,Low,1.0,10.0,2.0,2.0,22.23
Yorkshire Terrier,Small,Male,4.0,Neutered,Low,5.0,11.0,1.0,2.0,3.1
Rottweiler,Large,Female,10.0,Neutered,Unknown,6.0,12.0,2.0,2.0,35.6
Siberian Husky,Medium,Male,1.0,Unknown,Active,2.0,12.0,1.0,2.0,24.9
Doberman,Large,Female,8.0,Neutered,Active,1.0,11.0,0.0,4.0,32.26
Unknown,Medium,Female,2.0,Neutered,Low,3.0,11.0,1.0,1.0,22.23
Beagle,Small,Male,2.0,Spayed,Low,1.0,9.0,2.0,1.0,10.43
Siberian Husky,Medium,Female,8.0,Unknown,Very Active,3.0,14.0,3.0,1.0,18.0
Golden Retriever,Large,Male,4.0,Spayed,Active,1.0,9.0,3.0,2.0,26.58
Australian Shepherd,Medium,Male,4.0,Neutered,Low,1.0,13.0,1.0,2.0,21.7
Beagle,Small,Female,4.0,Neutered,Unknown,3.0,10.0,1.0,1.0,10.11
Yorkshire Terrier,Small,Male,4.0,Spayed,Active,1.0,12.0,0.0,1.0,3.21
Yorkshire Terrier,Small,Male,4.0,Spayed,Active,4.0,12.0,3.0,1.0,2.55
Beagle,Small,Male,3.0,Spayed,Active,3.0,11.0,0.0,0.0,13.61
Chihuahua,Small,Female,1.0,Neutered,Very Active,1.0,10.0,2.0,1.0,3.66
Beagle,Small,Female,2.0,Neutered,Very Active,4.0,9.0,1.0,2.0,10.89
Doberman,Large,Female,3.0,Unknown,Very Active,1.0,11.0,1.0,1.0,34.19
Dachshund,Small,Male,11.0,Neutered,Active,1.0,13.0,2.0,1.0,8.73
Chihuahua,Small,Female,6.0,Neutered,Unknown,3.0,8.0,1.0,2.0,1.85
Poodle,Small,Female,2.0,Unknown,Low,2.0,14.0,2.0,1.0,22.68
Labrador Retriever,Large,Female,1.0,Unknown,Moderate,3.0,12.0,3.0,1.0,25.55
Great Dane,Large,Male,10.0,Spayed,Very Active,2.0,8.0,1.0,2.0,61.48
Poodle,Small,Male,11.0,Unknown,Very Active,4.0,11.0,0.0,1.0,24.49
Beagle,Small,Female,10.0,Spayed,Very Active,1.0,11.0,1.0,0.0,12.96
Labrador Retriever,Large,Female,13.0,Neutered,Low,1.0,13.0,0.0,1.0,31.49
Doberman,Large,Female,12.0,Neutered,Active,2.0,11.0,0.0,1.0,28.02
Bulldog,Medium,Female,3.0,Spayed,Low,4.0,11.0,0.0,2.0,23.13
Labrador Retriever,Large,Female,13.0,Spayed,Active,0.0,12.0,2.0,1.0,30.4
Great Dane,Large,Male,3.0,Spayed,Moderate,2.0,10.0,2.0,0.0,65.26
Yorkshire Terrier,Small,Male,2.0,Unknown,Very Active,3.0,13.0,3.0,1.0,3.97
Yorkshire Terrier,Small,Female,8.0,Neutered,Low,2.0,8.0,1.0,3.0,3.15
Golden Retriever,Large,Female,2.0,Spayed,Active,1.0,8.0,1.0,0.0,28.12
Yorkshire Terrier,Small,Male,3.0,Unknown,Active,3.0,10.0,1.0,2.0,4.26
Siberian Husky,Medium,Female,1.0,Neutered,Active,3.0,13.0,1.0,2.0,23.13
Siberian Husky,Medium,Male,4.0,Neutered,Low,4.0,11.0,1.0,1.0,23.13
German Shepherd,Large,Male,1.0,Neutered,Unknown,4.0,11.0,3.0,3.0,25.4
Boxer,Unknown,Male,12.0,Spayed,Low,1.0,12.0,1.0,2.0,34.93
Great Dane,Large,Male,6.0,Unknown,Moderate,1.0,10.0,1.0,3.0,62.42
Great Dane,Large,Male,12.0,Neutered,Moderate,3.0,14.0,4.0,1.0,59.62
Great Dane,Large,Female,3.0,Spayed,Low,0.0,11.0,0.0,1.0,59.56
Beagle,Small,Female,13.0,Spayed,Unknown,2.0,10.0,4.0,2.0,14.87
Bulldog,Medium,Male,13.0,Unknown,Active,3.0,14.0,1.0,3.0,19.3
Yorkshire Terrier,Small,Female,3.0,Neutered,Unknown,5.0,9.0,2.0,1.0,4.82
Rottweiler,Large,Male,4.0,Unknown,Very Active,3.0,13.0,2.0,4.0,39.34
Golden Retriever,Large,Female,7.0,Spayed,Unknown,3.0,10.0,2.0,1.0,27.22
Siberian Husky,Medium,Female,6.0,Neutered,Very Active,2.0,8.0,2.0,0.0,24.74
Australian Shepherd,Medium,Male,10.0,Neutered,Unknown,1.0,11.0,2.0,1.0,22.68
Labrador Retriever,Large,Male,8.0,Unknown,Very Active,2.0,13.0,2.0,2.0,31.66
Golden Retriever,Large,Male,6.0,Spayed,Very Active,3.0,10.0,1.0,2.0,28.58
Dachshund,Small,Male,6.0,Unknown,Very Active,3.0,13.0,2.0,1.0,4.82
Poodle,Small,Female,1.0,Neutered,Very Active,3.0,14.0,3.0,3.0,26.76
Boxer,Medium,Male,5.0,Unknown,Active,3.0,12.0,2.0,4.0,29.94
German Shepherd,Large,Male,12.0,Neutered,Low,3.0,11.0,1.0,3.0,22.68
Boxer,Medium,Male,13.0,Neutered,Unknown,3.0,12.0,1.0,1.0,34.92
Beagle,Small,Male,8.0,Spayed,Unknown,4.0,10.0,1.0,2.0,9.39
Doberman,Large,Female,13.0,Spayed,Very Active,3.0,12.0,0.0,2.0,43.63
Chihuahua,Small,Male,2.0,Spayed,Low,1.0,12.0,2.0,2.0,2.34
Siberian Husky,Medium,Female,6.0,Neutered,Moderate,3.0,10.0,1.0,2.0,23.13
Poodle,Small,Male,5.0,Spayed,Unknown,1.0,9.0,0.0,2.0,21.77
Dachshund,Small,Male,2.0,Neutered,Very Active,2.0,14.0,2.0,3.0,6.46
Labrador Retriever,Large,Female,6.0,Neutered,Very Active,2.0,8.0,0.0,3.0,29.48
Dachshund,Small,Female,7.0,Unknown,Low,3.0,13.0,2.0,1.0,6.45
Labrador Retriever,Large,Male,3.0,Neutered,Unknown,3.0,9.0,2.0,2.0,26.62
Chihuahua,Small,Female,4.0,Spayed,Active,2.0,12.0,2.0,2.0,2.11
Yorkshire Terrier,Small,Female,7.0,Spayed,Low,3.0,11.0,2.0,2.0,4.68
Boxer,Medium,Male,5.0,Spayed,Low,0.0,10.0,2.0,3.0,29.11
Dachshund,Small,Male,5.0,Unknown,Very Active,5.0,11.0,3.0,1.0,7.89
Australian Shepherd,Medium,Male,2.0,Unknown,Unknown,3.0,10.0,1.0,3.0,19.96
Doberman,Large,Female,5.0,Unknown,Low,2.0,13.0,0.0,0.0,34.76
Beagle,Small,Male,7.0,Spayed,Unknown,1.0,10.0,1.0,1.0,14.97
Doberman,Large,Male,13.0,Neutered,Moderate,2.0,11.0,3.0,1.0,35.24
Yorkshire Terrier,Small,Female,9.0,Unknown,Active,3.0,9.0,2.0,3.0,3.08
Unknown,Medium,Female,4.0,Spayed,Active,0.0,13.0,3.0,3.0,29.03
Dachshund,Small,Female,9.0,Spayed,Active,1.0,10.0,2.0,1.0,7.24
Siberian Husky,Medium,Male,7.0,Spayed,Unknown,1.0,11.0,2.0,0.0,19.05
Siberian Husky,Medium,Male,5.0,Neutered,Moderate,3.0,9.0,2.0,0.0,24.9
Dachshund,Small,Female,12.0,Unknown,Active,1.0,11.0,1.0,3.0,4.69
Boxer,Medium,Male,2.0,Neutered,Active,1.0,11.0,1.0,1.0,31.93
Yorkshire Terrier,Small,Female,13.0,Neutered,Moderate,4.0,12.0,1.0,2.0,4.29
Australian Shepherd,Medium,Male,2.0,Neutered,Active,3.0,12.0,3.0,2.0,21.77
Beagle,Small,Female,6.0,Unknown,Active,0.0,11.0,0.0,2.0,10.57
German Shepherd,Large,Male,10.0,Neutered,Very Active,2.0,9.0,2.0,0.0,27.67
Poodle,Small,Female,10.0,Unknown,Very Active,0.0,11.0,2.0,1.0,29.48
Poodle,Small,Male,1.0,Neutered,Moderate,2.0,12.0,2.0,4.0,28.12
Boxer,Medium,Female,11.0,Neutered,Low,7.0,9.0,2.0,2.0,35.66
Australian Shepherd,Medium,Female,1.0,Neutered,Moderate,0.0,12.0,0.0,2.0,20.41
Boxer,Medium,Female,2.0,Unknown,Very Active,4.0,11.0,3.0,2.0,27.43
Bulldog,Medium,Female,2.0,Unknown,Active,3.0,9.0,1.0,0.0,20.41
Bulldog,Medium,Male,6.0,Unknown,Unknown,4.0,11.0,1.0,1.0,22.47
Bulldog,Medium,Male,10.0,Spayed,Active,1.0,9.0,2.0,1.0,23.18
Doberman,Large,Female,8.0,Spayed,Unknown,3.0,12.0,2.0,2.0,42.33
Labrador Retriever,Large,Female,10.0,Spayed,Unknown,2.0,11.0,2.0,4.0,35.4
Chihuahua,Small,Female,6.0,Spayed,Very Active,0.0,11.0,1.0,1.0,3.78
Chihuahua,Small,Male,1.0,Unknown,Unknown,3.0,12.0,1.0,2.0,1.01
Dachshund,Small,Female,5.0,Spayed,Low,2.0,10.0,1.0,3.0,5.31
Doberman,Large,Female,4.0,Spayed,Low,5.0,11.0,2.0,0.0,44.93
Great Dane,Large,Male,6.0,Neutered,Very Active,2.0,10.0,0.0,1.0,61.93
Great Dane,Large,Female,1.0,Neutered,Low,2.0,11.0,2.0,1.0,67.53
Poodle,Small,Male,11.0,Spayed,Unknown,2.0,11.0,2.0,1.0,11.34
Rottweiler,Large,Female,3.0,Unknown,Active,5.0,12.0,2.0,0.0,58.14
Great Dane,Large,Female,9.0,Neutered,Active,3.0,11.0,1.0,1.0,74.15
Australian Shepherd,Medium,Male,2.0,Unknown,Very Active,2.0,11.0,1.0,0.0,26.31
Dachshund,Small,Female,3.0,Neutered,Moderate,4.0,12.0,2.0,1.0,8.37
Poodle,Small,Unknown,6.0,Neutered,Moderate,2.0,10.0,1.0,0.0,18.6
Siberian Husky,Medium,Unknown,9.0,Neutered,Unknown,2.0,14.0,1.0,2.0,17.12
Siberian Husky,Medium,Male,9.0,Neutered,Very Active,4.0,12.0,1.0,1.0,20.83
Doberman,Large,Female,9.0,Neutered,Active,2.0,12.0,2.0,3.0,27.22
Australian Shepherd,Medium,Female,11.0,Neutered,Active,3.0,12.0,1.0,0.0,19.96
Australian Shepherd,Unknown,Female,8.0,Neutered,Active,2.0,11.0,1.0,1.0,19.96
Beagle,Small,Female,3.0,Neutered,Moderate,0.0,14.0,2.0,3.0,13.34
Rottweiler,Large,Male,3.0,Neutered,Active,3.0,11.0,1.0,1.0,39.65
Beagle,Unknown,Male,3.0,Neutered,Very Active,2.0,11.0,1.0,0.0,14.59
Bulldog,Medium,Male,12.0,Spayed,Very Active,2.0,11.0,1.0,2.0,24.95
Unknown,Large,Female,6.0,Unknown,Active,2.0,12.0,0.0,1.0,28.58
Labrador Retriever,Large,Female,5.0,Spayed,Unknown,3.0,10.0,1.0,1.0,25.73
Labrador Retriever,Large,Male,8.0,Spayed,Active,3.0,11.0,1.0,3.0,34.02
Great Dane,Large,Male,6.0,Unknown,Unknown,3.0,9.0,2.0,1.0,51.74
Chihuahua,Small,Male,3.0,Spayed,Unknown,4.0,9.0,2.0,0.0,2.01
Siberian Husky,Medium,Male,4.0,Spayed,Moderate,1.0,11.0,2.0,2.0,20.87
Golden Retriever,Large,Male,2.0,Spayed,Active,3.0,11.0,2.0,1.0,33.29
Doberman,Large,Female,8.0,Spayed,Active,1.0,12.0,2.0,2.0,35.95
Siberian Husky,Medium,Female,8.0,Unknown,Unknown,0.0,10.0,2.0,1.0,21.32
Siberian Husky,Medium,Male,10.0,Neutered,Active,3.0,8.0,3.0,2.0,19.5
Yorkshire Terrier,Small,Female,12.0,Neutered,Unknown,1.0,11.0,3.0,1.0,4.44
Bulldog,Medium,Male,7.0,Spayed,Moderate,6.0,11.0,1.0,2.0,19.5
Dachshund,Small,Female,9.0,Neutered,Very Active,1.0,11.0,2.0,1.0,5.64
Boxer,Unknown,Male,2.0,Spayed,Very Active,2.0,8.0,2.0,0.0,28.04
Yorkshire Terrier,Small,Female,9.0,Spayed,Moderate,2.0,11.0,0.0,2.0,3.03
Yorkshire Terrier,Small,Female,2.0,Unknown,Active,3.0,10.0,2.0,3.0,4.19
Yorkshire Terrier,Small,Female,4.0,Unknown,Unknown,0.0,13.0,2.0,0.0,3.87
Labrador Retriever,Large,Male,6.0,Neutered,Low,3.0,13.0,0.0,1.0,26.27
Australian Shepherd,Medium,Female,6.0,Unknown,Active,3.0,10.0,2.0,1.0,22.68
Doberman,Large,Female,11.0,Unknown,Active,2.0,13.0,0.0,1.0,33.68
Doberman,Large,Male,2.0,Spayed,Very Active,3.0,11.0,2.0,3.0,30.03
Golden Retriever,Large,Female,9.0,Neutered,Unknown,4.0,10.0,3.0,3.0,32.74
Unknown,Large,Male,6.0,Neutered,Very Active,2.0,12.0,3.0,2.0,25.4
Dachshund,Small,Male,7.0,Spayed,Moderate,3.0,10.0,1.0,1.0,8.82
Rottweiler,Large,Female,8.0,Neutered,Low,4.0,10.0,0.0,2.0,46.71
Boxer,Medium,Female,11.0,Neutered,Unknown,1.0,13.0,0.0,2.0,33.57
Golden Retriever,Large,Female,12.0,Neutered,Unknown,4.0,13.0,1.0,1.0,30.58
Poodle,Small,Male,8.0,Neutered,Moderate,3.0,9.0,3.0,3.0,29.94
Dachshund,Small,Male,2.0,Neutered,Active,3.0,10.0,2.0,0.0,8.49
Beagle,Small,Male,9.0,Neutered,Very Active,3.0,13.0,1.0,1.0,11.01
Siberian Husky,Medium,Female,2.0,Unknown,Moderate,1.0,11.0,2.0,1.0,22.68
German Shepherd,Large,Male,10.0,Neutered,Active,3.0,12.0,1.0,2.0,29.03
Beagle,Small,Female,3.0,Spayed,Very Active,3.0,13.0,2.0,2.0,11.37
Siberian Husky,Medium,Male,7.0,Unknown,Very Active,4.0,11.0,2.0,0.0,20.41
Rottweiler,Large,Female,6.0,Spayed,Unknown,1.0,12.0,2.0,2.0,59.47
Golden Retriever,Large,Male,2.0,Spayed,Very Active,6.0,11.0,2.0,0.0,30.24
Yorkshire Terrier,Small,Male,1.0,Spayed,Very Active,3.0,12.0,2.0,0.0,4.07
