Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Hours of Sleep,Play Time (hrs),Annual Vet Visits,Weight (kg)
Yorkshire Terrier,Small,Male,13.0,Unknown,Very Active,0.0,11.0,3.0,0.0,26.31
Dachshund,Small,Female,7.0,Neutered,Unknown,2.0,11.0,4.0,1.0,24.04
Yorkshire Terrier,Small,Female,5.0,Spayed,Moderate,2.0,13.0,4.0,1.0,31.3
German Shepherd,Large,Unknown,9.0,Neutered,Very Active,2.0,11.0,2.0,0.0,24.04
Great Dane,Large,Female,13.0,Spayed,Unknown,3.0,13.0,1.0,3.0,24.04
Australian Shepherd,Medium,Female,10.0,Spayed,Active,4.0,11.0,2.0,1.0,31.3
Yorkshire Terrier,Small,Female,10.0,Spayed,Unknown,3.0,11.0,3.0,2.0,19.5
Dachshund,Small,Female,9.0,Unknown,Moderate,3.0,9.0,2.0,4.0,27.22
Great Dane,Large,Male,5.0,Unknown,Unknown,0.0,11.0,1.0,0.0,24.49
Golden Retriever,Large,Male,11.0,Spayed,Unknown,6.0,11.0,3.0,1.0,23.13
Bulldog,Medium,Female,4.0,Unknown,Very Active,4.0,11.0,1.0,1.0,30.39
Boxer,Medium,Male,10.0,Spayed,Active,3.0,9.0,1.0,3.0,22.68
Siberian Husky,Medium,Female,3.0,Unknown,Low,2.0,11.0,1.0,2.0,30.84
Siberian Husky,Medium,Male,12.0,Spayed,Very Active,5.0,12.0,3.0,1.0,27.67
Labrador Retriever,Large,Male,9.0,Neutered,Low,5.0,12.0,2.0,1.0,17.69
Doberman,Large,Male,6.0,Spayed,Very Active,1.0,11.0,1.0,0.0,20.41
Great Dane,Large,Female,4.0,Neutered,Moderate,5.0,11.0,2.0,2.0,17.69
German Shepherd,Large,Female,11.0,Neutered,Low,2.0,11.0,2.0,1.0,29.94
German Shepherd,Large,Male,2.0,Spayed,Low,2.0,11.0,2.0,1.0,22.23
Poodle,Small,Male,1.0,Neutered,Active,3.0,11.0,2.0,1.0,28.12
German Shepherd,Large,Male,4.0,Spayed,Very Active,2.0,11.0,1.0,0.0,16.78
Labrador Retriever,Large,Female,9.0,Spayed,Very Active,3.0,13.0,2.0,2.0,24.04
Yorkshire Terrier,Small,Male,4.0,Neutered,Very Active,1.0,10.0,3.0,1.0,16.33
Boxer,Medium,Male,9.0,Spayed,Moderate,1.0,10.0,1.0,2.0,20.87
Chihuahua,Small,Male,9.0,Neutered,Low,2.0,11.0,3.0,3.0,27.67
Bulldog,Medium,Male,12.0,Spayed,Moderate,3.0,10.0,2.0,2.0,24.95
Rottweiler,Large,Male,9.0,Spayed,Low,4.0,13.0,1.0,3.0,11.79
Siberian Husky,Medium,Male,11.0,Unknown,Active,2.0,10.0,2.0,1.0,28.12
Golden Retriever,Large,Female,7.0,Unknown,Low,1.0,14.0,2.0,0.0,30.84
Yorkshire Terrier,Small,Male,10.0,Unknown,Active,4.0,10.0,2.0,3.0,23.13
Boxer,Medium,Female,7.0,Neutered,Low,2.0,13.0,0.0,1.0,22.68
Siberian Husky,Medium,Female,1.0,Unknown,Active,3.0,13.0,3.0,1.0,14.06
Doberman,Large,Male,4.0,Spayed,Active,1.0,10.0,2.0,1.0,28.12
Great Dane,Large,Female,13.0,Unknown,Very Active,2.0,11.0,1.0,1.0,16.78
Beagle,Small,Female,2.0,Neutered,Active,3.0,11.0,2.0,0.0,31.75
Beagle,Small,Male,4.0,Neutered,Moderate,3.0,11.0,2.0,1.0,19.5
Yorkshire Terrier,Small,Female,12.0,Spayed,Moderate,5.0,11.0,0.0,0.0,29.03
Yorkshire Terrier,Unknown,Female,3.0,Unknown,Low,0.0,10.0,2.0,1.0,31.3
Yorkshire Terrier,Small,Male,2.0,Spayed,Very Active,6.0,10.0,1.0,1.0,25.85
Chihuahua,Small,Male,8.0,Neutered,Active,2.0,12.0,1.0,2.0,20.41
Chihuahua,Small,Male,9.0,Neutered,Active,0.0,9.0,2.0,2.0,20.41
Dachshund,Small,Male,12.0,Spayed,Moderate,5.0,8.0,2.0,2.0,14.97
Chihuahua,Small,Unknown,5.0,Spayed,Moderate,2.0,13.0,2.0,2.0,29.94
Labrador Retriever,Large,Female,9.0,Neutered,Low,5.0,11.0,2.0,1.0,31.3
Golden Retriever,Large,Female,2.0,Neutered,Low,5.0,10.0,1.0,1.0,18.14
Golden Retriever,Large,Male,12.0,Spayed,Very Active,1.0,12.0,1.0,3.0,18.14
Yorkshire Terrier,Small,Female,10.0,Unknown,Very Active,1.0,8.0,2.0,2.0,15.88
Great Dane,Large,Male,2.0,Spayed,Active,1.0,13.0,2.0,1.0,14.97
Dachshund,Small,Male,6.0,Neutered,Active,3.0,13.0,1.0,1.0,10.43
Dachshund,Small,Male,10.0,Neutered,Unknown,0.0,11.0,4.0,1.0,20.41
Labrador Retriever,Large,Female,11.0,Neutered,Unknown,5.0,13.0,2.0,3.0,17.24
Bulldog,Medium,Female,13.0,Unknown,Unknown,4.0,11.0,2.0,2.0,26.31
Bulldog,Medium,Male,4.0,Spayed,Unknown,4.0,11.0,2.0,1.0,8.62
Great Dane,Large,Female,1.0,Spayed,Unknown,2.0,12.0,2.0,4.0,14.06
Poodle,Small,Female,8.0,Neutered,Active,0.0,13.0,2.0,2.0,21.77
Australian Shepherd,Medium,Male,7.0,Spayed,Active,4.0,11.0,2.0,0.0,19.5
Beagle,Small,Male,10.0,Unknown,Active,2.0,11.0,0.0,4.0,35.83
Bulldog,Medium,Female,6.0,Unknown,Active,3.0,11.0,0.0,0.0,19.5
Bulldog,Medium,Male,8.0,Neutered,Active,4.0,13.0,3.0,0.0,34.93
Boxer,Medium,Male,2.0,Spayed,Active,2.0,11.0,2.0,2.0,29.48
German Shepherd,Large,Unknown,13.0,Neutered,Unknown,2.0,10.0,0.0,1.0,12.25
Great Dane,Large,Male,11.0,Spayed,Very Active,3.0,8.0,1.0,3.0,29.03
German Shepherd,Large,Female,8.0,Neutered,Unknown,2.0,12.0,1.0,1.0,24.95
Great Dane,Large,Male,6.0,Neutered,Low,2.0,9.0,3.0,0.0,25.4
Dachshund,Small,Male,8.0,Neutered,Active,4.0,9.0,1.0,1.0,21.32
Great Dane,Large,Male,10.0,Spayed,Moderate,3.0,14.0,2.0,1.0,24.95
Dachshund,Small,Female,12.0,Unknown,Low,3.0,12.0,2.0,1.0,28.58
Beagle,Unknown,Male,8.0,Unknown,Very Active,3.0,12.0,2.0,1.0,20.41
Chihuahua,Small,Male,12.0,Neutered,Low,2.0,12.0,2.0,1.0,29.48
Golden Retriever,Large,Male,6.0,Neutered,Active,3.0,11.0,2.0,0.0,31.3
Doberman,Large,Male,7.0,Neutered,Moderate,2.0,12.0,3.0,1.0,13.61
Poodle,Small,Male,10.0,Spayed,Very Active,0.0,13.0,1.0,2.0,12.25
Golden Retriever,Large,Male,4.0,Spayed,Moderate,5.0,9.0,0.0,3.0,22.68
Labrador Retriever,Large,Female,11.0,Neutered,Active,3.0,12.0,1.0,2.0,19.5
Beagle,Small,Female,12.0,Neutered,Active,3.0,12.0,0.0,1.0,19.96
Great Dane,Large,Male,8.0,Unknown,Very Active,3.0,8.0,2.0,1.0,20.41
Yorkshire Terrier,Unknown,Female,6.0,Spayed,Very Active,1.0,9.0,2.0,1.0,18.6
German Shepherd,Large,Female,5.0,Unknown,Active,4.0,14.0,1.0,1.0,9.53
Siberian Husky,Medium,Female,5.0,Spayed,Very Active,4.0,13.0,2.0,1.0,9.53
Dachshund,Small,Female,7.0,Neutered,Unknown,1.0,8.0,2.0,2.0,15.88
Great Dane,Large,Male,1.0,Unknown,Very Active,2.0,13.0,1.0,2.0,22.68
Unknown,Large,Male,8.0,Unknown,Very Active,6.0,14.0,1.0,2.0,13.61
Bulldog,Medium,Male,1.0,Neutered,Unknown,3.0,10.0,1.0,1.0,27.67
Poodle,Small,Female,10.0,Neutered,Active,4.0,10.0,1.0,3.0,23.13
Golden Retriever,Large,Female,13.0,Neutered,Unknown,5.0,11.0,1.0,1.0,18.14
Siberian Husky,Medium,Female,7.0,Neutered,Unknown,5.0,10.0,1.0,1.0,21.77
Beagle,Small,Unknown,4.0,Spayed,Very Active,3.0,11.0,2.0,0.0,18.14
Beagle,Small,Male,8.0,Spayed,Very Active,5.0,10.0,3.0,2.0,17.69
Poodle,Small,Female,6.0,Spayed,Active,1.0,9.0,2.0,1.0,35.38
Chihuahua,Small,Male,2.0,Unknown,Very Active,4.0,12.0,1.0,3.0,15.42
Doberman,Large,Male,12.0,Spayed,Active,2.0,13.0,1.0,0.0,29.03
Siberian Husky,Unknown,Male,11.0,Neutered,Unknown,0.0,14.0,2.0,1.0,39.46
German Shepherd,Large,Female,7.0,Unknown,Active,4.0,11.0,3.0,2.0,29.03
Chihuahua,Small,Female,6.0,Unknown,Very Active,2.0,10.0,2.0,2.0,28.12
Yorkshire Terrier,Small,Female,9.0,Neutered,Very Active,1.0,12.0,2.0,3.0,14.06
Yorkshire Terrier,Small,Male,11.0,Unknown,Moderate,6.0,12.0,1.0,3.0,29.03
Doberman,Large,Male,3.0,Unknown,Very Active,4.0,10.0,1.0,1.0,26.31
Beagle,Small,Male,4.0,Unknown,Very Active,1.0,8.0,3.0,0.0,25.85
Dachshund,Small,Female,1.0,Spayed,Unknown,0.0,8.0,3.0,3.0,31.3
Bulldog,Medium,Male,8.0,Spayed,Moderate,3.0,11.0,3.0,2.0,14.06
Golden Retriever,Large,Female,12.0,Neutered,Low,3.0,11.0,2.0,1.0,20.87
Golden Retriever,Large,Female,9.0,Neutered,Unknown,2.0,12.0,2.0,4.0,22.68
Boxer,Medium,Female,13.0,Spayed,Moderate,2.0,9.0,3.0,4.0,6.8
Yorkshire Terrier,Small,Female,3.0,Unknown,Moderate,3.0,9.0,2.0,0.0,32.66
Dachshund,Small,Female,9.0,Unknown,Moderate,1.0,10.0,2.0,2.0,14.06
Rottweiler,Large,Male,11.0,Neutered,Low,3.0,10.0,1.0,1.0,24.95
Bulldog,Medium,Female,11.0,Neutered,Low,4.0,12.0,2.0,1.0,27.22
Dachshund,Small,Female,2.0,Unknown,Active,1.0,10.0,2.0,3.0,25.4
Poodle,Small,Male,10.0,Spayed,Moderate,3.0,12.0,1.0,2.0,25.4
Doberman,Large,Male,6.0,Unknown,Very Active,2.0,11.0,2.0,1.0,31.3
Great Dane,Large,Female,12.0,Unknown,Very Active,0.0,12.0,2.0,2.0,19.05
Great Dane,Large,Male,10.0,Neutered,Active,3.0,12.0,0.0,4.0,11.79
Poodle,Small,Female,6.0,Neutered,Moderate,0.0,11.0,2.0,3.0,27.67
Golden Retriever,Large,Male,1.0,Unknown,Very Active,4.0,11.0,0.0,3.0,35.83
Bulldog,Medium,Female,7.0,Spayed,Active,1.0,13.0,1.0,1.0,36.29
German Shepherd,Large,Male,9.0,Spayed,Very Active,3.0,11.0,2.0,4.0,29.94
Beagle,Small,Male,6.0,Neutered,Very Active,2.0,9.0,2.0,1.0,18.6
Beagle,Small,Female,5.0,Unknown,Very Active,2.0,12.0,1.0,1.0,11.79
Labrador Retriever,Large,Male,4.0,Unknown,Very Active,3.0,11.0,2.0,1.0,24.49
Dachshund,Small,Female,4.0,Spayed,Active,2.0,10.0,3.0,2.0,18.14
Golden Retriever,Large,Male,3.0,Neutered,Unknown,3.0,14.0,3.0,2.0,17.24
Beagle,Small,Female,13.0,Neutered,Unknown,5.0,14.0,1.0,1.0,28.12
Siberian Husky,Medium,Male,2.0,Spayed,Active,2.0,9.0,2.0,0.0,48.08
Rottweiler,Large,Male,5.0,Unknown,Unknown,4.0,9.0,2.0,1.0,17.69
Poodle,Small,Male,3.0,Neutered,Very Active,3.0,9.0,1.0,2.0,22.68
Australian Shepherd,Medium,Male,13.0,Neutered,Active,0.0,12.0,1.0,1.0,23.13
Yorkshire Terrier,Small,Male,3.0,Unknown,Low,3.0,12.0,1.0,2.0,24.49
Great Dane,Large,Female,4.0,Spayed,Very Active,5.0,12.0,2.0,1.0,27.67
Boxer,Medium,Male,5.0,Spayed,Unknown,0.0,9.0,0.0,1.0,28.12
Doberman,Large,Male,1.0,Spayed,Unknown,1.0,11.0,1.0,1.0,22.68
Labrador Retriever,Large,Female,9.0,Spayed,Active,3.0,8.0,0.0,1.0,24.04
Rottweiler,Large,Female,4.0,Spayed,Active,3.0,9.0,0.0,0.0,29.48
Golden Retriever,Large,Unknown,4.0,Neutered,Unknown,5.0,10.0,2.0,1.0,27.22
Yorkshire Terrier,Small,Male,7.0,Neutered,Low,1.0,12.0,1.0,2.0,16.78
Chihuahua,Small,Female,2.0,Neutered,Active,3.0,9.0,2.0,0.0,24.95
Australian Shepherd,Medium,Female,13.0,Spayed,Very Active,4.0,11.0,1.0,1.0,22.68
Labrador Retriever,Large,Female,11.0,Unknown,Moderate,1.0,12.0,0.0,1.0,32.21
Rottweiler,Large,Male,2.0,Neutered,Low,3.0,11.0,4.0,1.0,18.14
German Shepherd,Large,Female,2.0,Neutered,Moderate,4.0,13.0,0.0,4.0,37.19
Siberian Husky,Medium,Female,13.0,Spayed,Very Active,1.0,13.0,1.0,1.0,25.85
Labrador Retriever,Large,Female,4.0,Spayed,Unknown,1.0,11.0,1.0,3.0,29.48
Boxer,Medium,Male,12.0,Spayed,Very Active,2.0,9.0,2.0,0.0,20.41
Siberian Husky,Medium,Female,9.0,Neutered,Unknown,3.0,12.0,1.0,1.0,27.22
Chihuahua,Small,Female,6.0,Neutered,Very Active,1.0,12.0,1.0,3.0,17.24
Australian Shepherd,Medium,Female,4.0,Unknown,Moderate,2.0,10.0,1.0,2.0,13.61
Boxer,Medium,Female,1.0,Spayed,Unknown,1.0,11.0,0.0,1.0,21.77
Rottweiler,Large,Male,11.0,Neutered,Active,4.0,12.0,1.0,2.0,16.33
Dachshund,Small,Male,9.0,Spayed,Very Active,2.0,10.0,1.0,1.0,19.96
German Shepherd,Large,Male,6.0,Neutered,Unknown,1.0,11.0,2.0,1.0,30.39
Bulldog,Medium,Female,6.0,Neutered,Low,1.0,10.0,2.0,2.0,22.23
Yorkshire Terrier,Small,Male,4.0,Neutered,Low,5.0,11.0,1.0,2.0,14.51
Rottweiler,Large,Female,10.0,Neutered,Unknown,6.0,12.0,2.0,2.0,13.15
Siberian Husky,Medium,Male,1.0,Unknown,Active,2.0,12.0,1.0,2.0,14.97
Doberman,Large,Female,8.0,Neutered,Active,1.0,11.0,0.0,4.0,23.13
Unknown,Medium,Female,2.0,Neutered,Low,3.0,11.0,1.0,1.0,22.23
Beagle,Small,Male,2.0,Spayed,Low,1.0,9.0,2.0,1.0,10.43
Siberian Husky,Medium,Female,8.0,Unknown,Very Active,3.0,14.0,3.0,1.0,34.93
Golden Retriever,Large,Male,4.0,Spayed,Active,1.0,9.0,3.0,2.0,22.23
Australian Shepherd,Medium,Male,4.0,Neutered,Low,1.0,13.0,1.0,2.0,14.97
Beagle,Small,Female,4.0,Neutered,Unknown,3.0,10.0,1.0,1.0,23.59
Yorkshire Terrier,Small,Male,4.0,Spayed,Active,1.0,12.0,0.0,1.0,17.69
Yorkshire Terrier,Small,Male,4.0,Spayed,Active,4.0,12.0,3.0,1.0,31.3
Beagle,Small,Male,3.0,Spayed,Active,3.0,11.0,0.0,0.0,13.61
Chihuahua,Small,Female,1.0,Neutered,Very Active,1.0,10.0,2.0,1.0,25.85
Beagle,Small,Female,2.0,Neutered,Very Active,4.0,9.0,1.0,2.0,10.89
Doberman,Large,Female,3.0,Unknown,Very Active,1.0,11.0,1.0,1.0,21.77
Dachshund,Small,Male,11.0,Neutered,Active,1.0,13.0,2.0,1.0,14.51
Chihuahua,Small,Female,6.0,Neutered,Unknown,3.0,8.0,1.0,2.0,28.12
Poodle,Small,Female,2.0,Unknown,Low,2.0,14.0,2.0,1.0,22.68
Labrador Retriever,Large,Female,1.0,Unknown,Moderate,3.0,12.0,3.0,1.0,22.23
Great Dane,Large,Male,10.0,Spayed,Very Active,2.0,8.0,1.0,2.0,34.47
Poodle,Small,Male,11.0,Unknown,Very Active,4.0,11.0,0.0,1.0,24.49
Beagle,Small,Female,10.0,Spayed,Very Active,1.0,11.0,1.0,0.0,25.4
Labrador Retriever,Large,Female,13.0,Neutered,Low,1.0,13.0,0.0,1.0,22.68
Doberman,Large,Female,12.0,Neutered,Active,2.0,11.0,0.0,1.0,17.69
Bulldog,Medium,Female,3.0,Spayed,Low,4.0,11.0,0.0,2.0,23.13
Labrador Retriever,Large,Female,13.0,Spayed,Active,0.0,12.0,2.0,1.0,19.5
Great Dane,Large,Male,3.0,Spayed,Moderate,2.0,10.0,2.0,0.0,14.06
Yorkshire Terrier,Small,Male,2.0,Unknown,Very Active,3.0,13.0,3.0,1.0,19.5
Yorkshire Terrier,Small,Female,8.0,Neutered,Low,2.0,8.0,1.0,3.0,10.89
Golden Retriever,Large,Female,2.0,Spayed,Active,1.0,8.0,1.0,0.0,28.12
Yorkshire Terrier,Small,Male,3.0,Unknown,Active,3.0,10.0,1.0,2.0,29.94
Siberian Husky,Medium,Female,1.0,Neutered,Active,3.0,13.0,1.0,2.0,23.13
Siberian Husky,Medium,Male,4.0,Neutered,Low,4.0,11.0,1.0,1.0,23.13
German Shepherd,Large,Male,1.0,Neutered,Unknown,4.0,11.0,3.0,3.0,25.4
Boxer,Unknown,Male,12.0,Spayed,Low,1.0,12.0,1.0,2.0,34.93
Great Dane,Large,Male,6.0,Unknown,Moderate,1.0,10.0,1.0,3.0,20.87
Great Dane,Large,Male,12.0,Neutered,Moderate,3.0,14.0,4.0,1.0,16.33
Great Dane,Large,Female,3.0,Spayed,Low,0.0,11.0,0.0,1.0,18.14
Beagle,Small,Female,13.0,Spayed,Unknown,2.0,10.0,4.0,2.0,30.39
Bulldog,Medium,Male,13.0,Unknown,Active,3.0,14.0,1.0,3.0,25.85
Yorkshire Terrier,Small,Female,3.0,Neutered,Unknown,5.0,9.0,2.0,1.0,24.04
Rottweiler,Large,Male,4.0,Unknown,Very Active,3.0,13.0,2.0,4.0,23.13
Golden Retriever,Large,Female,7.0,Spayed,Unknown,3.0,10.0,2.0,1.0,27.22
Siberian Husky,Medium,Female,6.0,Neutered,Very Active,2.0,8.0,2.0,0.0,13.15
Australian Shepherd,Medium,Male,10.0,Neutered,Unknown,1.0,11.0,2.0,1.0,22.68
Labrador Retriever,Large,Male,8.0,Unknown,Very Active,2.0,13.0,2.0,2.0,16.78
Golden Retriever,Large,Male,6.0,Spayed,Very Active,3.0,10.0,1.0,2.0,28.58
Dachshund,Small,Male,6.0,Unknown,Very Active,3.0,13.0,2.0,1.0,32.21
Poodle,Small,Female,1.0,Neutered,Very Active,3.0,14.0,3.0,3.0,26.76
Boxer,Medium,Male,5.0,Unknown,Active,3.0,12.0,2.0,4.0,29.94
German Shepherd,Large,Male,12.0,Neutered,Low,3.0,11.0,1.0,3.0,22.68
Boxer,Medium,Male,13.0,Neutered,Unknown,3.0,12.0,1.0,1.0,21.77
Beagle,Small,Male,8.0,Spayed,Unknown,4.0,10.0,1.0,2.0,21.77
Doberman,Large,Female,13.0,Spayed,Very Active,3.0,12.0,0.0,2.0,24.04
Chihuahua,Small,Male,2.0,Spayed,Low,1.0,12.0,2.0,2.0,35.83
Siberian Husky,Medium,Female,6.0,Neutered,Moderate,3.0,10.0,1.0,2.0,23.13
Poodle,Small,Male,5.0,Spayed,Unknown,1.0,9.0,0.0,2.0,21.77
Dachshund,Small,Male,2.0,Neutered,Very Active,2.0,14.0,2.0,3.0,9.53
Labrador Retriever,Large,Female,6.0,Neutered,Very Active,2.0,8.0,0.0,3.0,29.48
Dachshund,Small,Female,7.0,Unknown,Low,3.0,13.0,2.0,1.0,17.24
Labrador Retriever,Large,Male,3.0,Neutered,Unknown,3.0,9.0,2.0,2.0,22.68
Chihuahua,Small,Female,4.0,Spayed,Active,2.0,12.0,2.0,2.0,10.43
Yorkshire Terrier,Small,Female,7.0,Spayed,Low,3.0,11.0,2.0,2.0,33.11
Boxer,Medium,Male,5.0,Spayed,Low,0.0,10.0,2.0,3.0,23.59
Dachshund,Small,Male,5.0,Unknown,Very Active,5.0,11.0,3.0,1.0,29.94
Australian Shepherd,Medium,Male,2.0,Unknown,Unknown,3.0,10.0,1.0,3.0,19.96
Doberman,Large,Female,5.0,Unknown,Low,2.0,13.0,0.0,0.0,24.04
Beagle,Small,Male,7.0,Spayed,Unknown,1.0,10.0,1.0,1.0,14.97
Doberman,Large,Male,13.0,Neutered,Moderate,2.0,11.0,3.0,1.0,21.32
Yorkshire Terrier,Small,Female,9.0,Unknown,Active,3.0,9.0,2.0,3.0,12.25
Unknown,Medium,Female,4.0,Spayed,Active,0.0,13.0,3.0,3.0,29.03
Dachshund,Small,Female,9.0,Spayed,Active,1.0,10.0,2.0,1.0,15.88
Siberian Husky,Medium,Male,7.0,Spayed,Unknown,1.0,11.0,2.0,0.0,19.05
Siberian Husky,Medium,Male,5.0,Neutered,Moderate,3.0,9.0,2.0,0.0,27.67
Dachshund,Small,Female,12.0,Unknown,Active,1.0,11.0,1.0,3.0,35.38
Boxer,Medium,Male,2.0,Neutered,Active,1.0,11.0,1.0,1.0,14.51
Yorkshire Terrier,Small,Female,13.0,Neutered,Moderate,4.0,12.0,1.0,2.0,17.69
Australian Shepherd,Medium,Male,2.0,Neutered,Active,3.0,12.0,3.0,2.0,21.77
Beagle,Small,Female,6.0,Unknown,Active,0.0,11.0,0.0,2.0,22.23
German Shepherd,Large,Male,10.0,Neutered,Very Active,2.0,9.0,2.0,0.0,27.67
Poodle,Small,Female,10.0,Unknown,Very Active,0.0,11.0,2.0,1.0,29.48
Poodle,Small,Male,1.0,Neutered,Moderate,2.0,12.0,2.0,4.0,28.12
Boxer,Medium,Female,11.0,Neutered,Low,7.0,9.0,2.0,2.0,16.78
Australian Shepherd,Medium,Female,1.0,Neutered,Moderate,0.0,12.0,0.0,2.0,20.41
Boxer,Medium,Female,2.0,Unknown,Very Active,4.0,11.0,3.0,2.0,19.96
Bulldog,Medium,Female,2.0,Unknown,Active,3.0,9.0,1.0,0.0,20.41
Bulldog,Medium,Male,6.0,Unknown,Unknown,4.0,11.0,1.0,1.0,14.51
Bulldog,Medium,Male,10.0,Spayed,Active,1.0,9.0,2.0,1.0,29.48
Doberman,Large,Female,8.0,Spayed,Unknown,3.0,12.0,2.0,2.0,22.68
Labrador Retriever,Large,Female,10.0,Spayed,Unknown,2.0,11.0,2.0,4.0,15.88
Chihuahua,Small,Female,6.0,Spayed,Very Active,0.0,11.0,1.0,1.0,23.13
Chihuahua,Small,Male,1.0,Unknown,Unknown,3.0,12.0,1.0,2.0,17.69
Dachshund,Small,Female,5.0,Spayed,Low,2.0,10.0,1.0,3.0,34.47
Doberman,Large,Female,4.0,Spayed,Low,5.0,11.0,2.0,0.0,21.77
Great Dane,Large,Male,6.0,Neutered,Very Active,2.0,10.0,0.0,1.0,21.77
Great Dane,Large,Female,1.0,Neutered,Low,2.0,11.0,2.0,1.0,29.03
Poodle,Small,Male,11.0,Spayed,Unknown,2.0,11.0,2.0,1.0,11.34
Rottweiler,Large,Female,3.0,Unknown,Active,5.0,12.0,2.0,0.0,9.98
Great Dane,Large,Female,9.0,Neutered,Active,3.0,11.0,1.0,1.0,24.95
Australian Shepherd,Medium,Male,2.0,Unknown,Very Active,2.0,11.0,1.0,0.0,26.31
Dachshund,Small,Female,3.0,Neutered,Moderate,4.0,12.0,2.0,1.0,27.67
Poodle,Small,Unknown,6.0,Neutered,Moderate,2.0,10.0,1.0,0.0,18.6
Siberian Husky,Medium,Unknown,9.0,Neutered,Unknown,2.0,14.0,1.0,2.0,31.3
Siberian Husky,Medium,Male,9.0,Neutered,Very Active,4.0,12.0,1.0,1.0,27.22
Doberman,Large,Female,9.0,Neutered,Active,2.0,12.0,2.0,3.0,27.22
Australian Shepherd,Medium,Female,11.0,Neutered,Active,3.0,12.0,1.0,0.0,19.96
Australian Shepherd,Unknown,Female,8.0,Neutered,Active,2.0,11.0,1.0,1.0,19.96
Beagle,Small,Female,3.0,Neutered,Moderate,0.0,14.0,2.0,3.0,33.11
Rottweiler,Large,Male,3.0,Neutered,Active,3.0,11.0,1.0,1.0,25.4
Beagle,Unknown,Male,3.0,Neutered,Very Active,2.0,11.0,1.0,0.0,29.94
Bulldog,Medium,Male,12.0,Spayed,Very Active,2.0,11.0,1.0,2.0,24.95
Unknown,Large,Female,6.0,Unknown,Active,2.0,12.0,0.0,1.0,28.58
Labrador Retriever,Large,Female,5.0,Spayed,Unknown,3.0,10.0,1.0,1.0,21.77
Labrador Retriever,Large,Male,8.0,Spayed,Active,3.0,11.0,1.0,3.0,34.02
Great Dane,Large,Male,6.0,Unknown,Unknown,3.0,9.0,2.0,1.0,19.96
Chihuahua,Small,Male,3.0,Spayed,Unknown,4.0,9.0,2.0,0.0,28.12
Siberian Husky,Medium,Male,4.0,Spayed,Moderate,1.0,11.0,2.0,2.0,20.87
Golden Retriever,Large,Male,2.0,Spayed,Active,3.0,11.0,2.0,1.0,15.42
Doberman,Large,Female,8.0,Spayed,Active,1.0,12.0,2.0,2.0,14.51
Siberian Husky,Medium,Female,8.0,Unknown,Unknown,0.0,10.0,2.0,1.0,21.32
Siberian Husky,Medium,Male,10.0,Neutered,Active,3.0,8.0,3.0,2.0,19.5
Yorkshire Terrier,Small,Female,12.0,Neutered,Unknown,1.0,11.0,3.0,1.0,34.93
Bulldog,Medium,Male,7.0,Spayed,Moderate,6.0,11.0,1.0,2.0,19.5
Dachshund,Small,Female,9.0,Neutered,Very Active,1.0,11.0,2.0,1.0,19.5
Boxer,Unknown,Male,2.0,Spayed,Very Active,2.0,8.0,2.0,0.0,23.59
Yorkshire Terrier,Small,Female,9.0,Spayed,Moderate,2.0,11.0,0.0,2.0,16.33
Yorkshire Terrier,Small,Female,2.0,Unknown,Active,3.0,10.0,2.0,3.0,26.31
Yorkshire Terrier,Small,Female,4.0,Unknown,Unknown,0.0,13.0,2.0,0.0,14.06
Labrador Retriever,Large,Male,6.0,Neutered,Low,3.0,13.0,0.0,1.0,24.95
Australian Shepherd,Medium,Female,6.0,Unknown,Active,3.0,10.0,2.0,1.0,22.68
Doberman,Large,Female,11.0,Unknown,Active,2.0,13.0,0.0,1.0,17.69
Doberman,Large,Male,2.0,Spayed,Very Active,3.0,11.0,2.0,3.0,22.23
Golden Retriever,Large,Female,9.0,Neutered,Unknown,4.0,10.0,3.0,3.0,19.96
Unknown,Large,Male,6.0,Neutered,Very Active,2.0,12.0,3.0,2.0,25.4
Dachshund,Small,Male,7.0,Spayed,Moderate,3.0,10.0,1.0,1.0,24.04
Rottweiler,Large,Female,8.0,Neutered,Low,4.0,10.0,0.0,2.0,21.77
Boxer,Medium,Female,11.0,Neutered,Unknown,1.0,13.0,0.0,2.0,33.57
Golden Retriever,Large,Female,12.0,Neutered,Unknown,4.0,13.0,1.0,1.0,23.13
Poodle,Small,Male,8.0,Neutered,Moderate,3.0,9.0,3.0,3.0,29.94
Dachshund,Small,Male,2.0,Neutered,Active,3.0,10.0,2.0,0.0,27.67
Beagle,Small,Male,9.0,Neutered,Very Active,3.0,13.0,1.0,1.0,31.3
Siberian Husky,Medium,Female,2.0,Unknown,Moderate,1.0,11.0,2.0,1.0,22.68
German Shepherd,Large,Male,10.0,Neutered,Active,3.0,12.0,1.0,2.0,29.03
Beagle,Small,Female,3.0,Spayed,Very Active,3.0,13.0,2.0,2.0,25.4
Siberian Husky,Medium,Male,7.0,Unknown,Very Active,4.0,11.0,2.0,0.0,20.41
Rottweiler,Large,Female,6.0,Spayed,Unknown,1.0,12.0,2.0,2.0,20.87
Golden Retriever,Large,Male,2.0,Spayed,Very Active,6.0,11.0,2.0,0.0,15.42
Yorkshire Terrier,Small,Male,1.0,Spayed,Very Active,3.0,12.0,2.0,0.0,24.95
