Raca,Idade,peso_kg,porte_animal,Status_Saude,calorias_diarias_RER
Rottweiler,10.0,29.48,Grande,Não,885.61
Beagle,12.0,19.96,Médio,Sim,661.03
Great Dane,8.0,20.41,Médio,Sim,672.17
Yorkshire Terrier,6.0,18.6,Médio,Sim,626.95
Great Dane,11.0,18.6,Médio,Não,626.95
German Shepherd,5.0,9.53,Pequeno,Sim,379.68
Beagle,9.0,14.06,Médio,Não,508.26
Siberian Husky,5.0,9.53,Pequeno,Sim,379.68
Bulldog,4.0,9.07,Pequeno,Não,365.85
Dachshund,7.0,15.88,Médio,Sim,556.85
Great Dane,1.0,22.68,Médio,Sim,727.5
SRD (Sem Raça Definida),8.0,13.61,Médio,Sim,496.01
Bulldog,1.0,27.67,Grande,Sim,844.51
Poodle,10.0,23.13,Médio,Sim,738.29
Golden Retriever,10.0,29.94,Grande,Não,895.96
Golden Retriever,13.0,18.14,Médio,Sim,615.28
Labrador Retriever,10.0,19.96,Médio,Sim,661.03
Yorkshire Terrier,10.0,25.4,Grande,Não,792.0
Siberian Husky,7.0,21.77,Médio,Sim,705.49
Beagle,4.0,18.14,Médio,Sim,615.28
Beagle,8.0,17.69,Médio,Sim,603.8
Poodle,6.0,35.38,Grande,Sim,1015.47
Chihuahua,2.0,15.42,Médio,Sim,544.7
Doberman,12.0,29.03,Grande,Sim,875.45
Yorkshire Terrier,4.0,37.19,Grande,Sim,1054.19
Siberian Husky,11.0,39.46,Grande,Sim,1102.09
German Shepherd,7.0,29.03,Grande,Sim,875.45
Dachshund,12.0,24.95,Médio,Não,781.45
Chihuahua,7.0,28.12,Grande,Sim,854.79
Yorkshire Terrier,9.0,14.06,Médio,Sim,508.26
Boxer,9.0,33.11,Grande,Não,966.2
SRD (Sem Raça Definida),6.0,37.65,Grande,Não,1063.95
Yorkshire Terrier,11.0,29.03,Grande,Sim,875.45
Great Dane,7.0,24.95,Médio,Não,781.45
Doberman,3.0,26.31,Grande,Sim,813.18
Beagle,4.0,25.85,Grande,Sim,802.5
Dachshund,1.0,31.3,Grande,Sim,926.31
Bulldog,8.0,14.06,Médio,Sim,508.26
Golden Retriever,12.0,20.87,Médio,Sim,683.5
Chihuahua,4.0,24.49,Médio,Não,770.62
Golden Retriever,9.0,22.68,Médio,Sim,727.5
Boxer,13.0,6.8,Pequeno,Sim,294.77
Yorkshire Terrier,3.0,32.66,Grande,Sim,956.34
Dachshund,9.0,14.06,Médio,Sim,508.26
Rottweiler,11.0,24.95,Médio,Sim,781.45
Bulldog,11.0,27.22,Grande,Sim,834.19
Rottweiler,9.0,4.54,Pequeno,Não,217.72
Dachshund,2.0,25.4,Grande,Sim,792.0
Poodle,10.0,25.4,Grande,Sim,792.0
Doberman,6.0,31.3,Grande,Sim,926.31
Great Dane,12.0,19.05,Médio,Sim,638.29
Great Dane,10.0,11.79,Médio,Sim,445.38
Poodle,7.0,27.67,Grande,Sim,844.51
Golden Retriever,1.0,35.83,Grande,Sim,1025.14
Bulldog,7.0,36.29,Grande,Sim,1035.0
Poodle,9.0,24.49,Médio,Não,770.62
German Shepherd,9.0,29.94,Grande,Sim,895.96
Siberian Husky,9.0,15.88,Médio,Não,556.85
Beagle,6.0,18.6,Médio,Sim,626.95
Beagle,5.0,11.79,Médio,Sim,445.38
Labrador Retriever,4.0,24.49,Médio,Sim,770.62
Dachshund,4.0,18.14,Médio,Sim,615.28
Golden Retriever,3.0,17.24,Médio,Sim,592.24
Beagle,13.0,28.12,Grande,Sim,854.79
Siberian Husky,2.0,48.08,Grande,Sim,1278.12
Labrador Retriever,11.0,10.43,Médio,Não,406.27
Rottweiler,5.0,17.69,Médio,Sim,603.8
Poodle,3.0,22.68,Médio,Sim,727.5
Australian Shepherd,13.0,23.13,Médio,Sim,738.29
Yorkshire Terrier,3.0,24.49,Médio,Sim,770.62
Dachshund,13.0,28.12,Grande,Não,854.79
Great Dane,4.0,27.67,Grande,Sim,844.51
Dachshund,12.0,22.68,Médio,Não,727.5
Golden Retriever,8.0,36.74,Grande,Não,1044.61
Siberian Husky,10.0,35.38,Grande,Não,1015.47
Boxer,5.0,28.12,Grande,Sim,854.79
Labrador Retriever,9.0,18.14,Médio,Não,615.28
Australian Shepherd,1.0,22.68,Médio,Não,727.5
Doberman,1.0,22.68,Médio,Sim,727.5
Labrador Retriever,9.0,24.04,Médio,Sim,759.97
Rottweiler,4.0,29.48,Grande,Sim,885.61
Golden Retriever,4.0,27.22,Grande,Sim,834.19
Yorkshire Terrier,7.0,16.78,Médio,Sim,580.35
Chihuahua,2.0,24.95,Médio,Sim,781.45
Australian Shepherd,13.0,22.68,Médio,Sim,727.5
Labrador Retriever,10.0,14.06,Médio,Sim,508.26
Labrador Retriever,11.0,32.21,Grande,Sim,946.44
Bulldog,12.0,18.6,Médio,Não,626.95
Rottweiler,2.0,18.14,Médio,Sim,615.28
German Shepherd,2.0,37.19,Grande,Sim,1054.19
Siberian Husky,13.0,25.85,Grande,Sim,802.5
Labrador Retriever,4.0,29.48,Grande,Sim,885.61
Boxer,12.0,20.41,Médio,Sim,672.17
Siberian Husky,9.0,27.22,Grande,Sim,834.19
Australian Shepherd,10.0,20.41,Médio,Sim,672.17
Chihuahua,6.0,17.24,Médio,Sim,592.24
Australian Shepherd,4.0,13.61,Médio,Sim,496.01
Boxer,1.0,21.77,Médio,Sim,705.49
Rottweiler,11.0,16.33,Médio,Sim,568.64
Dachshund,9.0,19.96,Médio,Sim,661.03
Boxer,12.0,29.94,Grande,Não,895.96
German Shepherd,6.0,30.39,Grande,Sim,906.04
Bulldog,7.0,22.23,Médio,Sim,716.64
Boxer,13.0,22.68,Médio,Não,727.5
Yorkshire Terrier,4.0,14.51,Médio,Sim,520.41
Rottweiler,10.0,13.15,Médio,Sim,483.38
Siberian Husky,1.0,14.97,Médio,Sim,532.74
Doberman,8.0,23.13,Médio,Sim,738.29
SRD (Sem Raça Definida),2.0,22.23,Médio,Sim,716.64
Beagle,2.0,10.43,Médio,Sim,406.27
Siberian Husky,8.0,34.93,Grande,Sim,1005.77
Yorkshire Terrier,10.0,29.94,Grande,Não,895.96
Siberian Husky,11.0,19.96,Médio,Não,661.03
Great Dane,11.0,28.58,Grande,Não,865.26
Golden Retriever,4.0,22.23,Médio,Sim,716.64
Doberman,11.0,30.84,Grande,Não,916.08
Australian Shepherd,4.0,14.97,Médio,Sim,532.74
Beagle,4.0,23.59,Médio,Sim,749.28
Yorkshire Terrier,4.0,17.69,Médio,Sim,603.8
Rottweiler,13.0,10.89,Médio,Não,419.63
Yorkshire Terrier,4.0,31.3,Grande,Sim,926.31
Beagle,3.0,13.61,Médio,Sim,496.01
Chihuahua,1.0,25.85,Grande,Sim,802.5
Beagle,2.0,10.89,Médio,Sim,419.63
Golden Retriever,11.0,25.85,Grande,Não,802.5
Doberman,3.0,21.77,Médio,Sim,705.49
Dachshund,11.0,14.51,Médio,Sim,520.41
Chihuahua,6.0,28.12,Grande,Sim,854.79
Poodle,2.0,22.68,Médio,Sim,727.5
Great Dane,10.0,27.22,Grande,Não,834.19
Labrador Retriever,1.0,22.23,Médio,Sim,716.64
Great Dane,10.0,34.47,Grande,Sim,995.82
Poodle,11.0,24.49,Médio,Sim,770.62
Beagle,10.0,25.4,Grande,Sim,792.0
Chihuahua,11.0,20.41,Médio,Não,672.17
Labrador Retriever,13.0,22.68,Médio,Sim,727.5
Doberman,12.0,17.69,Médio,Sim,603.8
Siberian Husky,13.0,18.6,Médio,Não,626.95
Bulldog,3.0,23.13,Médio,Sim,738.29
Dachshund,1.0,20.87,Médio,Não,683.5
Dachshund,7.0,18.14,Médio,Sim,615.28
Labrador Retriever,13.0,19.5,Médio,Sim,649.57
Great Dane,3.0,14.06,Médio,Sim,508.26
Yorkshire Terrier,2.0,19.5,Médio,Sim,649.57
Yorkshire Terrier,8.0,10.89,Médio,Sim,419.63
SRD (Sem Raça Definida),9.0,27.67,Grande,Não,844.51
Dachshund,1.0,20.41,Médio,Não,672.17
Golden Retriever,2.0,28.12,Grande,Sim,854.79
Yorkshire Terrier,3.0,29.94,Grande,Sim,895.96
Siberian Husky,1.0,23.13,Médio,Sim,738.29
Siberian Husky,4.0,23.13,Médio,Sim,738.29
German Shepherd,1.0,25.4,Grande,Sim,792.0
Boxer,12.0,34.93,Grande,Sim,1005.77
Great Dane,6.0,20.87,Médio,Sim,683.5
Great Dane,12.0,16.33,Médio,Sim,568.64
Great Dane,3.0,18.14,Médio,Sim,615.28
Beagle,13.0,30.39,Grande,Sim,906.04
Bulldog,13.0,25.85,Grande,Sim,802.5
Yorkshire Terrier,3.0,24.04,Médio,Sim,759.97
Rottweiler,4.0,23.13,Médio,Sim,738.29
Golden Retriever,7.0,27.22,Grande,Sim,834.19
Siberian Husky,6.0,13.15,Médio,Sim,483.38
Australian Shepherd,10.0,22.68,Médio,Sim,727.5
Labrador Retriever,8.0,16.78,Médio,Sim,580.35
Labrador Retriever,9.0,23.13,Médio,Não,738.29
Golden Retriever,7.0,28.58,Grande,Sim,865.26
Dachshund,6.0,32.21,Grande,Sim,946.44
Poodle,1.0,26.76,Grande,Sim,823.59
Bulldog,12.0,21.77,Médio,Não,705.49
Boxer,5.0,29.94,Grande,Sim,895.96
German Shepherd,12.0,22.68,Médio,Sim,727.5
Boxer,13.0,21.77,Médio,Sim,705.49
Beagle,8.0,21.77,Médio,Sim,705.49
Doberman,13.0,24.04,Médio,Sim,759.97
Chihuahua,2.0,35.83,Grande,Sim,1025.14
Siberian Husky,6.0,23.13,Médio,Sim,738.29
Poodle,5.0,21.77,Médio,Sim,705.49
Great Dane,4.0,11.79,Médio,Sim,445.38
Dachshund,2.0,9.53,Pequeno,Sim,379.68
Labrador Retriever,6.0,29.48,Grande,Sim,885.61
Bulldog,8.0,24.04,Médio,Não,759.97
Chihuahua,11.0,23.13,Médio,Não,738.29
Labrador Retriever,12.0,22.68,Médio,Não,727.5
Dachshund,7.0,17.24,Médio,Sim,592.24
Labrador Retriever,3.0,22.68,Médio,Sim,727.5
Chihuahua,4.0,10.43,Médio,Sim,406.27
Yorkshire Terrier,7.0,33.11,Grande,Sim,966.2
Poodle,11.0,21.32,Médio,Não,694.53
Boxer,5.0,23.59,Médio,Sim,749.28
Dachshund,5.0,29.94,Grande,Sim,895.96
Poodle,13.0,10.43,Médio,Não,406.27
Beagle,12.0,14.51,Médio,Não,520.41
Australian Shepherd,2.0,19.96,Médio,Sim,661.03
Doberman,5.0,24.04,Médio,Sim,759.97
Beagle,7.0,14.97,Médio,Sim,532.74
Doberman,13.0,21.32,Médio,Sim,694.53
Bulldog,12.0,24.04,Médio,Não,759.97
Yorkshire Terrier,9.0,12.25,Médio,Sim,458.35
SRD (Sem Raça Definida),4.0,29.03,Grande,Sim,875.45
Dachshund,9.0,15.88,Médio,Sim,556.85
Siberian Husky,7.0,19.05,Médio,Sim,638.29
Boxer,2.0,31.75,Grande,Sim,936.28
Siberian Husky,5.0,27.67,Grande,Sim,844.51
Dachshund,12.0,35.38,Grande,Sim,1015.47
Boxer,2.0,14.51,Médio,Sim,520.41
Yorkshire Terrier,13.0,17.69,Médio,Sim,603.8
Australian Shepherd,2.0,21.77,Médio,Sim,705.49
Beagle,1.0,27.67,Grande,Não,844.51
Beagle,6.0,22.23,Médio,Sim,716.64
German Shepherd,10.0,27.67,Grande,Sim,844.51
Yorkshire Terrier,10.0,22.23,Médio,Não,716.64
Poodle,10.0,29.48,Grande,Sim,885.61
Poodle,1.0,28.12,Grande,Sim,854.79
Labrador Retriever,10.0,36.74,Grande,Não,1044.61
Boxer,11.0,16.78,Médio,Sim,580.35
Doberman,9.0,14.97,Médio,Não,532.74
Australian Shepherd,1.0,20.41,Médio,Sim,672.17
Boxer,2.0,19.96,Médio,Sim,661.03
Bulldog,2.0,20.41,Médio,Sim,672.17
Bulldog,6.0,14.51,Médio,Sim,520.41
Siberian Husky,7.0,19.5,Médio,Sim,649.57
Bulldog,10.0,29.48,Grande,Sim,885.61
Boxer,8.0,25.85,Grande,Não,802.5
Boxer,1.0,22.68,Médio,Sim,727.5
Doberman,8.0,22.68,Médio,Sim,727.5
Boxer,2.0,29.03,Grande,Não,875.45
Labrador Retriever,10.0,15.88,Médio,Sim,556.85
Golden Retriever,1.0,22.68,Médio,Não,727.5
Chihuahua,6.0,23.13,Médio,Sim,738.29
Chihuahua,1.0,17.69,Médio,Sim,603.8
Dachshund,5.0,34.47,Grande,Sim,995.82
Doberman,4.0,21.77,Médio,Sim,705.49
Great Dane,6.0,21.77,Médio,Sim,705.49
Great Dane,1.0,29.03,Grande,Sim,875.45
Poodle,11.0,11.34,Médio,Sim,432.57
Rottweiler,3.0,9.98,Pequeno,Sim,393.05
Great Dane,9.0,24.95,Médio,Sim,781.45
Australian Shepherd,2.0,26.31,Grande,Sim,813.18
Dachshund,3.0,27.67,Grande,Sim,844.51
Poodle,6.0,18.6,Médio,Sim,626.95
Golden Retriever,12.0,26.76,Grande,Não,823.59
Siberian Husky,9.0,31.3,Grande,Sim,926.31
Siberian Husky,9.0,27.22,Grande,Sim,834.19
Doberman,9.0,27.22,Grande,Sim,834.19
Australian Shepherd,11.0,19.96,Médio,Sim,661.03
Australian Shepherd,8.0,19.96,Médio,Sim,661.03
Beagle,6.0,29.94,Grande,Sim,895.96
Beagle,3.0,33.11,Grande,Sim,966.2
Doberman,1.0,29.03,Grande,Não,875.45
Rottweiler,3.0,25.4,Grande,Sim,792.0
Beagle,3.0,29.94,Grande,Sim,895.96
German Shepherd,13.0,21.77,Médio,Não,705.49
Bulldog,12.0,24.95,Médio,Sim,781.45
SRD (Sem Raça Definida),7.0,28.58,Grande,Sim,865.26
Labrador Retriever,5.0,21.77,Médio,Sim,705.49
Labrador Retriever,8.0,34.02,Grande,Sim,986.05
Chihuahua,12.0,18.14,Médio,Não,615.28
Great Dane,6.0,19.96,Médio,Sim,661.03
Chihuahua,3.0,28.12,Grande,Sim,854.79
Siberian Husky,4.0,20.87,Médio,Sim,683.5
Golden Retriever,2.0,15.42,Médio,Sim,544.7
Doberman,8.0,14.51,Médio,Sim,520.41
Siberian Husky,8.0,21.32,Médio,Sim,694.53
Doberman,13.0,19.05,Médio,Não,638.29
Siberian Husky,10.0,19.5,Médio,Sim,649.57
Yorkshire Terrier,12.0,34.93,Grande,Sim,1005.77
Siberian Husky,10.0,19.5,Médio,Não,649.57
Bulldog,7.0,19.5,Médio,Sim,649.57
Dachshund,9.0,19.5,Médio,Sim,649.57
Boxer,2.0,23.59,Médio,Sim,749.28
Bulldog,10.0,24.95,Médio,Sim,781.45
Yorkshire Terrier,9.0,16.33,Médio,Sim,568.64
Siberian Husky,13.0,14.97,Médio,Não,532.74
Boxer,3.0,40.37,Grande,Não,1121.09
Yorkshire Terrier,2.0,26.31,Grande,Sim,813.18
Yorkshire Terrier,4.0,14.06,Médio,Sim,508.26
Dachshund,2.0,29.03,Grande,Não,875.45
Labrador Retriever,6.0,24.95,Médio,Sim,781.45
Australian Shepherd,7.0,22.68,Médio,Sim,727.5
Bulldog,7.0,29.03,Grande,Não,875.45
Doberman,11.0,17.69,Médio,Sim,603.8
Doberman,2.0,22.23,Médio,Sim,716.64
Golden Retriever,9.0,19.96,Médio,Sim,661.03
SRD (Sem Raça Definida),6.0,25.4,Grande,Sim,792.0
Dachshund,7.0,24.04,Médio,Sim,759.97
Rottweiler,8.0,21.77,Médio,Sim,705.49
Boxer,11.0,33.57,Grande,Sim,976.25
Golden Retriever,12.0,23.13,Médio,Sim,738.29
Poodle,12.0,25.4,Grande,Não,792.0
Bulldog,10.0,19.05,Médio,Não,638.29
Poodle,8.0,29.94,Grande,Sim,895.96
Dachshund,2.0,27.67,Grande,Sim,844.51
Beagle,9.0,31.3,Grande,Sim,926.31
Siberian Husky,1.0,33.57,Grande,Sim,976.25
Australian Shepherd,2.0,4.54,Pequeno,Não,217.72
Siberian Husky,2.0,22.68,Médio,Sim,727.5
German Shepherd,10.0,29.03,Grande,Sim,875.45
Beagle,3.0,25.4,Grande,Sim,792.0
Bulldog,5.0,23.13,Médio,Não,738.29
Siberian Husky,7.0,20.41,Médio,Sim,672.17
Dachshund,11.0,21.32,Médio,Não,694.53
Rottweiler,7.0,20.87,Médio,Sim,683.5
Golden Retriever,2.0,15.42,Médio,Sim,544.7
Yorkshire Terrier,1.0,24.95,Médio,Sim,781.45
German Shepherd,3.0,13.61,Médio,Sim,496.01
Siberian Husky,7.0,36.74,Grande,Sim,1044.61
Golden Retriever,10.0,19.96,Médio,Sim,661.03
Australian Shepherd,5.0,28.58,Grande,Sim,865.26
Chihuahua,4.0,21.77,Médio,Não,705.49
Beagle,1.0,24.95,Médio,Sim,781.45
Poodle,13.0,25.4,Grande,Sim,792.0
Golden Retriever,10.0,28.12,Grande,Sim,854.79
Dachshund,4.0,9.53,Pequeno,Sim,379.68
Boxer,4.0,19.05,Médio,Sim,638.29
Rottweiler,1.0,35.83,Grande,Sim,1025.14
German Shepherd,4.0,22.68,Médio,Sim,727.5
Beagle,9.0,18.6,Médio,Sim,626.95
Bulldog,9.0,19.5,Médio,Não,649.57
Yorkshire Terrier,1.0,22.68,Médio,Não,727.5
Beagle,8.0,13.61,Médio,Não,496.01
Boxer,8.0,22.23,Médio,Sim,716.64
Boxer,3.0,11.79,Médio,Sim,445.38
Poodle,11.0,19.5,Médio,Não,649.57
Beagle,1.0,19.05,Médio,Sim,638.29
Australian Shepherd,9.0,23.13,Médio,Não,738.29
Great Dane,4.0,24.49,Médio,Sim,770.62
Golden Retriever,2.0,21.77,Médio,Não,705.49
Australian Shepherd,1.0,19.96,Médio,Sim,661.03
Yorkshire Terrier,8.0,24.49,Médio,Sim,770.62
Doberman,11.0,19.96,Médio,Não,661.03
Labrador Retriever,10.0,18.6,Médio,Não,626.95
Rottweiler,10.0,29.48,Grande,Sim,885.61
Boxer,3.0,24.04,Médio,Sim,759.97
German Shepherd,13.0,27.67,Grande,Não,844.51
Yorkshire Terrier,6.0,22.68,Médio,Sim,727.5
Labrador Retriever,3.0,24.95,Médio,Sim,781.45
Great Dane,4.0,29.94,Grande,Sim,895.96
Yorkshire Terrier,4.0,34.02,Grande,Sim,986.05
Australian Shepherd,2.0,23.13,Médio,Sim,738.29
Chihuahua,13.0,25.85,Grande,Sim,802.5
Siberian Husky,8.0,24.04,Médio,Sim,759.97
German Shepherd,10.0,24.95,Médio,Sim,781.45
Doberman,5.0,19.96,Médio,Sim,661.03
Beagle,13.0,25.4,Grande,Sim,792.0
Great Dane,4.0,29.03,Grande,Não,875.45
Yorkshire Terrier,13.0,15.88,Médio,Sim,556.85
Chihuahua,6.0,26.31,Grande,Não,813.18
Australian Shepherd,9.0,29.48,Grande,Sim,885.61
Doberman,6.0,21.32,Médio,Sim,694.53
Siberian Husky,13.0,22.68,Médio,Não,727.5
Poodle,13.0,22.68,Médio,Sim,727.5
Australian Shepherd,7.0,38.1,Grande,Sim,1073.47
Siberian Husky,6.0,34.47,Grande,Sim,995.82
SRD (Sem Raça Definida),5.0,18.6,Médio,Sim,626.95
German Shepherd,7.0,19.96,Médio,Sim,661.03
Bulldog,1.0,31.3,Grande,Não,926.31
Rottweiler,8.0,19.05,Médio,Sim,638.29
Chihuahua,9.0,17.24,Médio,Sim,592.24
Beagle,1.0,30.84,Grande,Sim,916.08
Poodle,9.0,17.24,Médio,Sim,592.24
Dachshund,8.0,24.04,Médio,Sim,759.97
Doberman,12.0,24.95,Médio,Sim,781.45
Boxer,2.0,10.43,Médio,Sim,406.27
Siberian Husky,4.0,18.14,Médio,Não,615.28
Dachshund,6.0,26.76,Grande,Sim,823.59
Beagle,8.0,41.28,Grande,Sim,1139.99
German Shepherd,12.0,25.85,Grande,Sim,802.5
Beagle,1.0,6.35,Pequeno,Não,280.01
Chihuahua,5.0,18.6,Médio,Sim,626.95
Siberian Husky,2.0,14.97,Médio,Sim,532.74
Dachshund,5.0,14.51,Médio,Sim,520.41
Boxer,3.0,19.05,Médio,Sim,638.29
Labrador Retriever,6.0,26.76,Grande,Sim,823.59
Chihuahua,5.0,22.23,Médio,Sim,716.64
Rottweiler,7.0,39.01,Grande,Não,1092.65
Siberian Husky,4.0,26.31,Grande,Sim,813.18
Australian Shepherd,2.0,25.4,Grande,Sim,792.0
Australian Shepherd,7.0,28.12,Grande,Não,854.79
Golden Retriever,9.0,20.87,Médio,Sim,683.5
Rottweiler,3.0,44.0,Grande,Sim,1195.88
Yorkshire Terrier,9.0,22.68,Médio,Não,727.5
Rottweiler,12.0,19.05,Médio,Sim,638.29
Dachshund,6.0,26.76,Grande,Sim,823.59
Poodle,11.0,11.79,Médio,Não,445.38
Golden Retriever,1.0,25.4,Grande,Não,792.0
Great Dane,11.0,22.68,Médio,Não,727.5
Poodle,5.0,13.61,Médio,Sim,496.01
Golden Retriever,2.0,24.49,Médio,Sim,770.62
German Shepherd,12.0,19.96,Médio,Sim,661.03
Doberman,4.0,37.65,Grande,Sim,1063.95
Golden Retriever,1.0,19.05,Médio,Sim,638.29
Poodle,13.0,22.23,Médio,Sim,716.64
Great Dane,6.0,21.77,Médio,Não,705.49
Australian Shepherd,4.0,31.75,Grande,Sim,936.28
Poodle,4.0,23.13,Médio,Sim,738.29
Poodle,13.0,23.59,Médio,Não,749.28
Golden Retriever,6.0,23.13,Médio,Sim,738.29
Yorkshire Terrier,2.0,33.11,Grande,Sim,966.2
Siberian Husky,8.0,18.14,Médio,Sim,615.28
Siberian Husky,11.0,29.94,Grande,Não,895.96
Australian Shepherd,4.0,4.54,Pequeno,Sim,217.72
Yorkshire Terrier,7.0,19.96,Médio,Sim,661.03
Chihuahua,7.0,27.22,Grande,Sim,834.19
Labrador Retriever,11.0,22.68,Médio,Não,727.5
Boxer,3.0,24.49,Médio,Não,770.62
Labrador Retriever,4.0,19.05,Médio,Sim,638.29
Chihuahua,10.0,24.04,Médio,Não,759.97
German Shepherd,3.0,34.93,Grande,Sim,1005.77
Bulldog,9.0,26.76,Grande,Sim,823.59
Bulldog,5.0,12.25,Médio,Sim,458.35
Australian Shepherd,6.0,14.06,Médio,Sim,508.26
Rottweiler,8.0,17.69,Médio,Sim,603.8
Great Dane,13.0,26.31,Grande,Sim,813.18
Doberman,12.0,18.6,Médio,Sim,626.95
Labrador Retriever,11.0,19.5,Médio,Sim,649.57
Boxer,6.0,24.04,Médio,Sim,759.97
German Shepherd,1.0,15.88,Médio,Sim,556.85
Yorkshire Terrier,13.0,24.04,Médio,Sim,759.97
Chihuahua,12.0,14.51,Médio,Sim,520.41
Australian Shepherd,7.0,31.3,Grande,Sim,926.31
Doberman,7.0,24.04,Médio,Sim,759.97
Boxer,11.0,32.66,Grande,Não,956.34
Australian Shepherd,6.0,22.68,Médio,Sim,727.5
Australian Shepherd,6.0,27.22,Grande,Sim,834.19
Australian Shepherd,11.0,12.25,Médio,Sim,458.35
Siberian Husky,1.0,16.33,Médio,Sim,568.64
Beagle,4.0,29.03,Grande,Sim,875.45
Chihuahua,12.0,27.22,Grande,Sim,834.19
Australian Shepherd,10.0,9.98,Pequeno,Não,393.05
Doberman,2.0,23.59,Médio,Sim,749.28
Great Dane,12.0,17.24,Médio,Sim,592.24
Labrador Retriever,8.0,32.66,Grande,Sim,956.34
Golden Retriever,8.0,19.05,Médio,Sim,638.29
Golden Retriever,1.0,26.31,Grande,Sim,813.18
Bulldog,12.0,26.76,Grande,Sim,823.59
Golden Retriever,1.0,25.4,Grande,Não,792.0
Rottweiler,4.0,34.02,Grande,Sim,986.05
German Shepherd,5.0,22.23,Médio,Sim,716.64
Siberian Husky,12.0,24.95,Médio,Sim,781.45
Yorkshire Terrier,10.0,21.32,Médio,Não,694.53
Doberman,3.0,27.67,Grande,Sim,844.51
Chihuahua,12.0,13.61,Médio,Não,496.01
Chihuahua,10.0,18.6,Médio,Sim,626.95
Chihuahua,3.0,29.03,Grande,Sim,875.45
Poodle,9.0,14.51,Médio,Sim,520.41
German Shepherd,4.0,28.58,Grande,Sim,865.26
Dachshund,5.0,22.68,Médio,Sim,727.5
German Shepherd,9.0,26.76,Grande,Sim,823.59
Beagle,10.0,26.31,Grande,Sim,813.18
Yorkshire Terrier,9.0,13.15,Médio,Sim,483.38
Great Dane,8.0,23.59,Médio,Sim,749.28
Boxer,8.0,14.51,Médio,Sim,520.41
Chihuahua,3.0,26.76,Grande,Sim,823.59
Beagle,6.0,18.14,Médio,Sim,615.28
Beagle,11.0,38.56,Grande,Não,1083.18
Golden Retriever,2.0,24.95,Médio,Sim,781.45
SRD (Sem Raça Definida),10.0,31.3,Grande,Sim,926.31
Doberman,8.0,22.68,Médio,Não,727.5
Great Dane,10.0,35.38,Grande,Sim,1015.47
Rottweiler,1.0,13.61,Médio,Sim,496.01
Beagle,10.0,13.15,Médio,Sim,483.38
Bulldog,2.0,22.68,Médio,Sim,727.5
Chihuahua,11.0,17.69,Médio,Não,603.8
German Shepherd,9.0,22.68,Médio,Sim,727.5
Bulldog,2.0,30.39,Grande,Sim,906.04
SRD (Sem Raça Definida),12.0,21.32,Médio,Não,694.53
Bulldog,11.0,24.04,Médio,Sim,759.97
Poodle,11.0,25.85,Grande,Sim,802.5
Beagle,13.0,28.12,Grande,Não,854.79
Bulldog,2.0,30.39,Grande,Sim,906.04
Chihuahua,10.0,26.76,Grande,Sim,823.59
Beagle,13.0,29.48,Grande,Sim,885.61
SRD (Sem Raça Definida),8.0,16.78,Médio,Sim,580.35
Chihuahua,9.0,22.23,Médio,Não,716.64
SRD (Sem Raça Definida),4.0,29.94,Grande,Sim,895.96
Boxer,5.0,29.48,Grande,Sim,885.61
Rottweiler,12.0,21.32,Médio,Sim,694.53
Great Dane,5.0,26.31,Grande,Não,813.18
Australian Shepherd,2.0,25.4,Grande,Sim,792.0
Great Dane,8.0,17.69,Médio,Não,603.8
Labrador Retriever,7.0,22.23,Médio,Não,716.64
Golden Retriever,5.0,19.5,Médio,Sim,649.57
Bulldog,12.0,17.69,Médio,Sim,603.8
Beagle,4.0,16.78,Médio,Sim,580.35
Dachshund,9.0,22.68,Médio,Sim,727.5
Siberian Husky,12.0,19.05,Médio,Não,638.29
German Shepherd,10.0,13.61,Médio,Sim,496.01
German Shepherd,3.0,38.1,Grande,Não,1073.47
Yorkshire Terrier,6.0,25.85,Grande,Sim,802.5
Dachshund,9.0,24.49,Médio,Não,770.62
Yorkshire Terrier,9.0,25.4,Grande,Sim,792.0
Chihuahua,9.0,28.58,Grande,Sim,865.26
Siberian Husky,4.0,27.22,Grande,Sim,834.19
Chihuahua,7.0,29.94,Grande,Sim,895.96
Siberian Husky,6.0,24.95,Médio,Sim,781.45
Beagle,4.0,18.14,Médio,Sim,615.28
Yorkshire Terrier,5.0,22.68,Médio,Sim,727.5
Bulldog,11.0,22.68,Médio,Sim,727.5
Boxer,12.0,26.76,Grande,Sim,823.59
Siberian Husky,3.0,18.14,Médio,Não,615.28
SRD (Sem Raça Definida),9.0,14.06,Médio,Sim,508.26
Bulldog,2.0,23.59,Médio,Sim,749.28
Australian Shepherd,11.0,22.68,Médio,Sim,727.5
Yorkshire Terrier,10.0,26.31,Grande,Sim,813.18
Golden Retriever,4.0,19.05,Médio,Sim,638.29
Golden Retriever,6.0,27.22,Grande,Sim,834.19
German Shepherd,9.0,7.71,Pequeno,Não,323.88
Labrador Retriever,4.0,12.25,Médio,Sim,458.35
Labrador Retriever,9.0,22.68,Médio,Sim,727.5
Rottweiler,10.0,23.13,Médio,Sim,738.29
Boxer,6.0,12.25,Médio,Não,458.35
Doberman,2.0,28.58,Grande,Não,865.26
Yorkshire Terrier,9.0,31.3,Grande,Sim,926.31
Dachshund,6.0,20.41,Médio,Sim,672.17
Great Dane,7.0,25.4,Grande,Sim,792.0
Boxer,13.0,23.59,Médio,Não,749.28
