Breed,Sex,Age,animalWeight_kg,animalSize,Daily Activity Level,Diet,Food Brand,daily_walk_km,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,RER_kcal,Healthy
Bulldog,Female,12.0,20.41,Medium,Moderate,Special diet,Hill's Science,3.22,No,No,12.0,2.0,Very Active,3.0,672.17,Yes
Rottweiler,Male,7.0,23.59,Medium,Active,Special diet,Iams,1.61,Yes,No,12.0,2.0,Low,1.0,749.28,Yes
Siberian Husky,Female,5.0,19.05,Medium,Active,Hard food,Hill's Science,1.61,Yes,No,11.0,2.0,Low,2.0,638.29,Yes
Golden Retriever,Male,11.0,24.49,Medium,Moderate,Hard food,Iams,4.83,No,No,10.0,2.0,Very Active,1.0,770.62,No
Boxer,Female,7.0,22.68,Medium,Moderate,Wet food,Blue Buffalo,3.22,No,No,10.0,2.0,Active,1.0,727.5,Yes
German Shepherd,Female,5.0,20.41,Medium,Active,Wet food,Hill's Science,4.83,No,No,10.0,1.0,Moderate,3.0,672.17,Yes
Beagle,Male,3.0,21.32,Medium,Moderate,Home cooked,Special,1.61,No,No,9.0,1.0,Active,3.0,694.53,Yes
Chihuahua,Female,8.0,15.88,Medium,Moderate,Wet food,Iams,3.22,Yes,No,11.0,2.0,Active,0.0,556.85,No
Great Dane,Male,9.0,22.68,Medium,Moderate,Special diet,Hill's Science,8.05,No,No,13.0,2.0,Very Active,2.0,727.5,Yes
German Shepherd,Male,8.0,29.94,Large,Very Active,Wet food,Royal Canin,6.44,Yes,No,9.0,3.0,Active,1.0,895.96,Yes
Doberman,Male,9.0,23.59,Medium,Moderate,Special diet,Pedigree,3.22,No,No,11.0,1.0,Moderate,0.0,749.28,No
Boxer,Female,1.0,29.48,Large,Moderate,Special diet,Hill's Science,3.22,No,No,10.0,3.0,Very Active,0.0,885.61,Yes
Labrador Retriever,Female,13.0,16.78,Medium,Active,Wet food,Iams,6.44,Yes,No,11.0,2.0,Very Active,0.0,580.35,No
Australian Shepherd,Male,13.0,19.05,Medium,Low,Special diet,Blue Buffalo,1.61,No,Yes,11.0,1.0,Very Active,4.0,638.29,No
Poodle,Female,6.0,27.22,Large,Moderate,Special diet,Wellness,4.83,No,No,11.0,2.0,Very Active,1.0,834.19,Yes
Bulldog,Female,13.0,27.67,Large,Low,Wet food,Royal Canin,8.05,Yes,No,12.0,3.0,Active,1.0,844.51,No
Mixed/SRD,Male,8.0,22.23,Medium,Moderate,Wet food,Nutro,8.05,Yes,No,11.0,1.0,Low,1.0,716.64,Yes
Australian Shepherd,Male,3.0,27.67,Large,Low,Special diet,Blue Buffalo,4.83,Yes,No,11.0,3.0,Low,1.0,844.51,No
Labrador Retriever,Female,6.0,20.87,Medium,Moderate,Wet food,Pedigree,3.22,Yes,No,10.0,1.0,Very Active,0.0,683.5,No
Labrador Retriever,Male,10.0,8.16,Small,Very Active,Home cooked,Special,4.83,No,No,9.0,1.0,Moderate,2.0,337.96,Yes
German Shepherd,Female,6.0,18.6,Medium,Very Active,Home cooked,Special,3.22,No,No,10.0,0.0,Moderate,1.0,626.95,Yes
Dachshund,Male,7.0,26.31,Large,Active,Home cooked,Special,3.22,Yes,No,10.0,1.0,Very Active,3.0,813.18,Yes
Poodle,Male,1.0,23.59,Medium,Active,Hard food,Pedigree,0.0,Yes,No,10.0,3.0,Moderate,3.0,749.28,No
Dachshund,Female,3.0,38.56,Large,Moderate,Home cooked,Special,1.61,Yes,No,10.0,2.0,Very Active,1.0,1083.18,No
Siberian Husky,Male,1.0,23.59,Medium,Active,Hard food,Nutro,6.44,Yes,No,10.0,2.0,Active,3.0,749.28,Yes
Rottweiler,Male,9.0,20.87,Medium,Low,Home cooked,Special,3.22,No,No,12.0,1.0,Active,0.0,683.5,Yes
Boxer,Male,2.0,15.88,Medium,Active,Hard food,Hill's Science,6.44,Yes,No,10.0,1.0,Very Active,0.0,556.85,No
Golden Retriever,Female,1.0,38.56,Large,Active,Wet food,Pedigree,1.61,No,No,12.0,2.0,Very Active,2.0,1083.18,Yes
Yorkshire Terrier,Female,1.0,16.33,Medium,Active,Home cooked,Special,1.61,Yes,No,10.0,2.0,Active,3.0,568.64,Yes
Australian Shepherd,Male,3.0,26.76,Large,Moderate,Wet food,Royal Canin,4.83,Yes,No,10.0,2.0,Low,1.0,823.59,Yes
Doberman,Male,11.0,19.96,Medium,Active,Special diet,Wellness,1.61,No,No,11.0,0.0,Active,1.0,661.03,Yes
Bulldog,Male,13.0,24.95,Medium,Very Active,Wet food,Hill's Science,0.0,Yes,No,9.0,0.0,Active,0.0,781.45,No
Bulldog,Female,7.0,26.76,Large,Active,Home cooked,Special,1.61,Yes,No,10.0,1.0,Moderate,1.0,823.59,Yes
Great Dane,Male,12.0,19.05,Medium,Moderate,Special diet,Hill's Science,3.22,Yes,No,10.0,1.0,Very Active,1.0,638.29,Yes
Dachshund,Female,4.0,20.87,Medium,Active,Special diet,Royal Canin,6.44,No,No,12.0,3.0,Active,1.0,683.5,Yes
Doberman,Male,7.0,25.4,Large,Active,Special diet,Hill's Science,3.22,Yes,No,12.0,2.0,Very Active,1.0,792.0,Yes
German Shepherd,Female,3.0,26.76,Large,Low,Home cooked,Special,3.22,Yes,No,10.0,1.0,Very Active,0.0,823.59,Yes
Dachshund,Female,5.0,26.76,Large,Very Active,Home cooked,Special,11.27,Yes,No,13.0,2.0,Moderate,1.0,823.59,Yes
Chihuahua,Female,12.0,30.39,Large,Active,Home cooked,Special,4.83,No,No,11.0,0.0,Very Active,1.0,906.04,Yes
Poodle,Female,13.0,31.75,Large,Low,Hard food,Blue Buffalo,3.22,Yes,No,10.0,2.0,Moderate,1.0,936.28,No
Doberman,Male,7.0,18.14,Medium,Active,Hard food,Nutro,1.61,Yes,No,13.0,1.0,Low,0.0,615.28,No
Rottweiler,Male,1.0,24.04,Medium,Moderate,Wet food,Pedigree,8.05,No,No,8.0,1.0,Low,0.0,759.97,No
Australian Shepherd,Male,6.0,24.95,Medium,Active,Hard food,Wellness,1.61,No,No,12.0,3.0,Very Active,0.0,781.45,Yes
Bulldog,Female,10.0,20.87,Medium,Active,Hard food,Hill's Science,9.66,No,No,11.0,1.0,Active,0.0,683.5,No
Labrador Retriever,Male,5.0,24.95,Medium,Active,Hard food,Wellness,0.0,No,No,11.0,2.0,Active,2.0,781.45,Yes
Great Dane,Male,2.0,24.95,Medium,Active,Special diet,Wellness,0.0,No,No,13.0,0.0,Low,1.0,781.45,Yes
Bulldog,Male,10.0,30.39,Large,Very Active,Special diet,Royal Canin,1.61,Yes,No,11.0,3.0,Very Active,1.0,906.04,Yes
Poodle,Male,1.0,20.41,Medium,Moderate,Hard food,Hill's Science,4.83,Yes,No,11.0,4.0,Active,2.0,672.17,No
Dachshund,Female,8.0,29.03,Large,Active,Wet food,Royal Canin,1.61,No,No,11.0,1.0,Low,1.0,875.45,Yes
Chihuahua,Male,4.0,30.39,Large,Active,Wet food,Wellness,3.22,Yes,No,11.0,2.0,Active,0.0,906.04,Yes
Poodle,Female,3.0,26.31,Large,Low,Special diet,Hill's Science,4.83,Yes,No,13.0,2.0,Low,3.0,813.18,Yes
Labrador Retriever,Male,12.0,25.4,Large,Active,Special diet,Iams,1.61,Yes,No,14.0,2.0,Very Active,4.0,792.0,Yes
Beagle,Female,13.0,19.05,Medium,Low,Wet food,Blue Buffalo,8.05,No,No,12.0,2.0,Active,2.0,638.29,Yes
Beagle,Male,1.0,24.49,Medium,Very Active,Wet food,Wellness,3.22,Yes,No,10.0,1.0,Moderate,2.0,770.62,Yes
Chihuahua,Male,11.0,26.76,Large,Active,Special diet,Pedigree,9.66,Yes,No,13.0,2.0,Very Active,0.0,823.59,No
Dachshund,Female,10.0,22.68,Medium,Moderate,Hard food,Wellness,8.05,Yes,No,10.0,1.0,Very Active,1.0,727.5,No
Dachshund,Male,13.0,10.43,Medium,Active,Home cooked,Special,3.22,No,No,11.0,2.0,Moderate,2.0,406.27,Yes
Yorkshire Terrier,Female,8.0,14.97,Medium,Very Active,Wet food,Special,6.44,Yes,No,13.0,1.0,Low,2.0,532.74,Yes
Great Dane,Female,4.0,21.77,Medium,Active,Special diet,Wellness,1.61,Yes,No,12.0,2.0,Active,1.0,705.49,Yes
Dachshund,Female,13.0,32.21,Large,Active,Special diet,Royal Canin,4.83,Yes,No,11.0,2.0,Very Active,1.0,946.44,Yes
Poodle,Female,1.0,14.51,Medium,Moderate,Hard food,Purina,4.83,Yes,No,11.0,1.0,Very Active,2.0,520.41,No
German Shepherd,Female,6.0,28.58,Large,Low,Home cooked,Special,4.83,No,No,10.0,2.0,Low,1.0,865.26,Yes
Siberian Husky,Male,1.0,16.33,Medium,Very Active,Special diet,Iams,1.61,No,No,13.0,1.0,Very Active,2.0,568.64,Yes
Beagle,Female,6.0,16.78,Medium,Very Active,Hard food,Pedigree,6.44,Yes,No,13.0,3.0,Very Active,0.0,580.35,No
Beagle,Male,4.0,11.79,Medium,Moderate,Wet food,Blue Buffalo,3.22,No,No,10.0,2.0,Very Active,3.0,445.38,Yes
Siberian Husky,Male,1.0,24.49,Medium,Low,Hard food,Iams,3.22,No,No,12.0,3.0,Very Active,1.0,770.62,Yes
German Shepherd,Male,13.0,24.95,Medium,Active,Home cooked,Special,3.22,Yes,No,14.0,2.0,Very Active,1.0,781.45,Yes
Bulldog,Female,7.0,25.4,Large,Active,Home cooked,Special,6.44,Yes,No,10.0,1.0,Active,2.0,792.0,Yes
Poodle,Female,9.0,21.32,Medium,Active,Home cooked,Special,4.83,No,No,12.0,2.0,Moderate,0.0,694.53,Yes
Beagle,Male,3.0,34.47,Large,Low,Wet food,Iams,3.22,No,No,12.0,0.0,Low,0.0,995.82,Yes
Beagle,Male,13.0,19.96,Medium,Active,Home cooked,Special,3.22,No,Yes,11.0,0.0,Very Active,2.0,661.03,No
Chihuahua,Male,4.0,29.48,Large,Active,Home cooked,Special,6.44,Yes,No,11.0,1.0,Low,3.0,885.61,Yes
Great Dane,Male,6.0,16.33,Medium,Active,Home cooked,Special,1.61,Yes,No,10.0,0.0,Active,2.0,568.64,Yes
Boxer,Male,5.0,26.76,Large,Moderate,Home cooked,Special,6.44,Yes,No,13.0,1.0,Very Active,1.0,823.59,Yes
Beagle,Male,10.0,22.68,Medium,Low,Wet food,Pedigree,8.05,Yes,No,10.0,1.0,Active,1.0,727.5,No
Yorkshire Terrier,Female,1.0,11.34,Medium,Low,Special diet,Hill's Science,1.61,Yes,No,10.0,2.0,Active,4.0,432.57,Yes
Doberman,Male,1.0,15.42,Medium,Active,Wet food,Royal Canin,8.05,No,No,9.0,2.0,Active,1.0,544.7,Yes
Labrador Retriever,Female,10.0,23.13,Medium,Very Active,Wet food,Purina,3.22,Yes,No,10.0,1.0,Low,3.0,738.29,Yes
Golden Retriever,Male,7.0,28.12,Large,Active,Home cooked,Special,8.05,No,No,11.0,2.0,Very Active,0.0,854.79,Yes
Boxer,Female,3.0,24.49,Medium,Low,Wet food,Nutro,3.22,Yes,No,10.0,1.0,Active,1.0,770.62,Yes
Siberian Husky,Male,6.0,23.59,Medium,Low,Home cooked,Special,4.83,Yes,No,11.0,1.0,Very Active,2.0,749.28,Yes
Golden Retriever,Male,2.0,27.67,Large,Active,Special diet,Royal Canin,9.66,No,No,11.0,2.0,Low,2.0,844.51,Yes
Yorkshire Terrier,Female,2.0,30.39,Large,Active,Hard food,Hill's Science,3.22,Yes,No,10.0,0.0,Low,0.0,906.04,No
Poodle,Male,11.0,17.24,Medium,Active,Home cooked,Special,6.44,No,No,12.0,1.0,Low,2.0,592.24,Yes
Rottweiler,Male,2.0,32.21,Large,Active,Wet food,Royal Canin,3.22,Yes,No,10.0,0.0,Active,3.0,946.44,Yes
Dachshund,Male,5.0,32.66,Large,Low,Wet food,Pedigree,3.22,No,No,12.0,2.0,Moderate,2.0,956.34,Yes
Beagle,Male,10.0,29.48,Large,Active,Special diet,Purina,3.22,Yes,No,9.0,1.0,Active,0.0,885.61,No
Siberian Husky,Male,3.0,34.02,Large,Moderate,Special diet,Royal Canin,6.44,Yes,No,8.0,0.0,Low,1.0,986.05,Yes
German Shepherd,Female,7.0,15.88,Medium,Very Active,Special diet,Wellness,6.44,No,No,13.0,1.0,Very Active,1.0,556.85,Yes
Australian Shepherd,Female,5.0,22.23,Medium,Low,Home cooked,Special,8.05,Yes,No,8.0,0.0,Active,3.0,716.64,Yes
Australian Shepherd,Male,1.0,27.22,Large,Moderate,Special diet,Special,8.05,No,No,10.0,1.0,Moderate,2.0,834.19,No
Rottweiler,Female,2.0,26.31,Large,Very Active,Wet food,Wellness,3.22,Yes,No,12.0,1.0,Moderate,1.0,813.18,Yes
Doberman,Male,10.0,14.51,Medium,Active,Home cooked,Special,6.44,Yes,No,12.0,1.0,Very Active,1.0,520.41,Yes
Yorkshire Terrier,Male,12.0,16.78,Medium,Very Active,Special diet,Nutro,3.22,Yes,No,12.0,2.0,Active,4.0,580.35,Yes
Australian Shepherd,Male,13.0,22.68,Medium,Active,Wet food,Nutro,8.05,No,No,12.0,1.0,Active,1.0,727.5,Yes
Rottweiler,Female,9.0,28.58,Large,Moderate,Hard food,Iams,3.22,No,No,10.0,0.0,Very Active,1.0,865.26,No
Boxer,Female,10.0,22.68,Medium,Active,Wet food,Hill's Science,6.44,No,No,10.0,1.0,Very Active,4.0,727.5,No
Beagle,Female,13.0,29.03,Large,Active,Hard food,Blue Buffalo,3.22,No,No,11.0,2.0,Very Active,4.0,875.45,Yes
Labrador Retriever,Female,9.0,25.4,Large,Active,Home cooked,Special,6.44,No,No,10.0,2.0,Very Active,0.0,792.0,Yes
Yorkshire Terrier,Male,2.0,17.24,Medium,Active,Wet food,Pedigree,3.22,No,No,12.0,2.0,Low,1.0,592.24,Yes
Siberian Husky,Male,11.0,16.33,Medium,Active,Wet food,Blue Buffalo,3.22,No,No,9.0,0.0,Very Active,2.0,568.64,No
Labrador Retriever,Male,12.0,31.3,Large,Active,Home cooked,Special,6.44,Yes,No,12.0,1.0,Moderate,2.0,926.31,Yes
Golden Retriever,Male,9.0,28.58,Large,Active,Hard food,Hill's Science,4.83,No,No,10.0,1.0,Very Active,3.0,865.26,Yes
Rottweiler,Female,10.0,22.68,Medium,Low,Wet food,Purina,4.83,No,No,9.0,2.0,Very Active,2.0,727.5,No
Siberian Husky,Female,5.0,30.39,Large,Low,Hard food,Purina,4.83,No,No,11.0,0.0,Very Active,2.0,906.04,Yes
Golden Retriever,Male,2.0,16.78,Medium,Very Active,Special diet,Pedigree,4.83,No,No,11.0,4.0,Very Active,3.0,580.35,Yes
German Shepherd,Female,8.0,12.7,Medium,Very Active,Special diet,Nutro,0.0,No,No,13.0,0.0,Low,1.0,470.92,Yes
Yorkshire Terrier,Male,3.0,26.76,Large,Very Active,Special diet,Iams,3.22,Yes,No,10.0,2.0,Very Active,1.0,823.59,Yes
Australian Shepherd,Female,4.0,23.13,Medium,Active,Hard food,Pedigree,3.22,No,No,10.0,1.0,Very Active,4.0,738.29,Yes
Doberman,Female,12.0,23.13,Medium,Active,Special diet,Royal Canin,4.83,Yes,No,10.0,2.0,Very Active,4.0,738.29,No
Doberman,Male,2.0,8.62,Small,Active,Special diet,Iams,8.05,No,No,12.0,2.0,Very Active,0.0,352.15,Yes
Chihuahua,Male,8.0,22.68,Medium,Low,Home cooked,Special,8.05,Yes,No,9.0,2.0,Very Active,1.0,727.5,Yes
Doberman,Female,3.0,17.24,Medium,Moderate,Special diet,Blue Buffalo,4.83,No,No,12.0,1.0,Very Active,0.0,592.24,Yes
Australian Shepherd,Male,10.0,21.32,Medium,Very Active,Home cooked,Special,3.22,No,No,12.0,2.0,Very Active,3.0,694.53,Yes
German Shepherd,Female,2.0,29.48,Large,Active,Hard food,Iams,6.44,No,No,11.0,3.0,Moderate,0.0,885.61,Yes
Labrador Retriever,Male,2.0,25.85,Large,Moderate,Hard food,Purina,1.61,No,No,11.0,2.0,Active,2.0,802.5,Yes
Golden Retriever,Male,4.0,24.49,Medium,Active,Wet food,Blue Buffalo,4.83,No,No,10.0,3.0,Active,1.0,770.62,Yes
Yorkshire Terrier,Male,8.0,37.65,Large,Active,Special diet,Purina,8.05,No,No,10.0,3.0,Low,0.0,1063.95,Yes
Great Dane,Male,11.0,29.03,Large,Low,Special diet,Pedigree,4.83,Yes,No,11.0,2.0,Moderate,2.0,875.45,Yes
Great Dane,Female,1.0,25.4,Large,Active,Wet food,Iams,9.66,No,No,11.0,3.0,Low,1.0,792.0,Yes
Yorkshire Terrier,Female,8.0,22.23,Medium,Moderate,Wet food,Pedigree,1.61,Yes,No,11.0,2.0,Active,4.0,716.64,Yes
Bulldog,Female,13.0,24.95,Medium,Very Active,Wet food,Purina,4.83,Yes,No,11.0,1.0,Moderate,0.0,781.45,No
Poodle,Male,12.0,29.48,Large,Active,Wet food,Blue Buffalo,9.66,Yes,No,10.0,0.0,Active,1.0,885.61,Yes
Yorkshire Terrier,Male,2.0,22.23,Medium,Moderate,Special diet,Purina,3.22,Yes,No,11.0,1.0,Very Active,3.0,716.64,Yes
Mixed/SRD,Female,5.0,25.4,Large,Very Active,Wet food,Nutro,4.83,No,No,11.0,2.0,Very Active,2.0,792.0,Yes
Yorkshire Terrier,Female,4.0,23.59,Medium,Very Active,Wet food,Iams,1.61,Yes,No,9.0,2.0,Active,2.0,749.28,Yes
Poodle,Female,11.0,32.66,Large,Very Active,Home cooked,Special,8.05,No,No,11.0,3.0,Moderate,2.0,956.34,Yes
Golden Retriever,Male,5.0,23.59,Medium,Active,Special diet,Wellness,1.61,No,No,11.0,3.0,Low,3.0,749.28,Yes
German Shepherd,Male,5.0,25.4,Large,Moderate,Hard food,Iams,6.44,No,No,10.0,0.0,Active,3.0,792.0,Yes
Dachshund,Female,7.0,27.22,Large,Active,Wet food,Special,4.83,Yes,No,13.0,1.0,Active,2.0,834.19,Yes
Bulldog,Female,9.0,19.5,Medium,Very Active,Home cooked,Special,8.05,No,No,11.0,2.0,Low,1.0,649.57,Yes
Doberman,Female,9.0,19.05,Medium,Active,Home cooked,Special,1.61,Yes,No,9.0,1.0,Low,3.0,638.29,Yes
Labrador Retriever,Male,10.0,29.03,Large,Active,Home cooked,Special,4.83,No,No,13.0,1.0,Moderate,0.0,875.45,Yes
Doberman,Male,1.0,20.41,Medium,Low,Wet food,Purina,3.22,Yes,No,10.0,2.0,Very Active,2.0,672.17,No
Doberman,Male,8.0,17.24,Medium,Low,Hard food,Nutro,3.22,Yes,No,11.0,3.0,Very Active,3.0,592.24,Yes
Australian Shepherd,Male,7.0,34.02,Large,Very Active,Hard food,Pedigree,0.0,Yes,No,13.0,2.0,Low,0.0,986.05,Yes
Golden Retriever,Female,13.0,19.96,Medium,Active,Home cooked,Special,4.83,No,No,11.0,0.0,Moderate,1.0,661.03,Yes
Bulldog,Male,9.0,30.39,Large,Very Active,Special diet,Pedigree,1.61,No,No,12.0,2.0,Very Active,1.0,906.04,Yes
Beagle,Female,13.0,15.42,Medium,Active,Hard food,Blue Buffalo,1.61,Yes,No,9.0,0.0,Moderate,0.0,544.7,No
Beagle,Female,10.0,16.78,Medium,Very Active,Wet food,Blue Buffalo,3.22,No,No,12.0,1.0,Very Active,3.0,580.35,Yes
Golden Retriever,Male,12.0,27.67,Large,Low,Wet food,Hill's Science,6.44,No,No,10.0,2.0,Very Active,1.0,844.51,Yes
Yorkshire Terrier,Male,2.0,16.33,Medium,Low,Special diet,Hill's Science,6.44,Yes,No,14.0,2.0,Low,2.0,568.64,Yes
Beagle,Female,9.0,18.6,Medium,Low,Special diet,Iams,3.22,No,No,9.0,3.0,Very Active,3.0,626.95,Yes
Rottweiler,Male,12.0,17.69,Medium,Very Active,Wet food,Blue Buffalo,8.05,Yes,No,11.0,3.0,Very Active,1.0,603.8,No
Yorkshire Terrier,Female,1.0,26.76,Large,Active,Home cooked,Special,4.83,No,No,10.0,2.0,Very Active,1.0,823.59,Yes
Boxer,Female,2.0,24.04,Medium,Active,Wet food,Special,1.61,No,No,8.0,0.0,Low,1.0,759.97,Yes
Boxer,Female,11.0,28.12,Large,Low,Home cooked,Special,9.66,Yes,No,10.0,2.0,Moderate,2.0,854.79,Yes
Rottweiler,Male,13.0,33.57,Large,Low,Home cooked,Special,1.61,No,No,12.0,4.0,Very Active,1.0,976.25,Yes
Beagle,Female,11.0,34.47,Large,Active,Home cooked,Special,4.83,No,No,12.0,0.0,Very Active,0.0,995.82,Yes
Labrador Retriever,Female,9.0,22.23,Medium,Active,Wet food,Iams,3.22,Yes,No,10.0,2.0,Low,0.0,716.64,No
Doberman,Female,4.0,17.24,Medium,Active,Special diet,Nutro,4.83,No,No,12.0,1.0,Active,0.0,592.24,Yes
Rottweiler,Female,5.0,19.05,Medium,Moderate,Hard food,Wellness,3.22,Yes,No,11.0,1.0,Active,1.0,638.29,Yes
Chihuahua,Male,8.0,18.6,Medium,Low,Hard food,Royal Canin,6.44,Yes,Yes,11.0,3.0,Active,0.0,626.95,No
Labrador Retriever,Male,1.0,22.68,Medium,Active,Hard food,Wellness,9.66,Yes,No,9.0,3.0,Low,1.0,727.5,Yes
Australian Shepherd,Female,10.0,16.33,Medium,Low,Hard food,Royal Canin,0.0,No,No,13.0,2.0,Moderate,2.0,568.64,Yes
Rottweiler,Male,7.0,15.88,Medium,Moderate,Home cooked,Special,4.83,No,No,10.0,2.0,Moderate,3.0,556.85,Yes
Boxer,Female,7.0,22.68,Medium,Active,Home cooked,Special,6.44,Yes,No,13.0,1.0,Very Active,1.0,727.5,Yes
Chihuahua,Male,8.0,23.13,Medium,Low,Special diet,Purina,4.83,No,No,12.0,2.0,Moderate,0.0,738.29,Yes
Chihuahua,Male,6.0,28.12,Large,Active,Wet food,Wellness,1.61,No,No,9.0,1.0,Low,2.0,854.79,Yes
Beagle,Male,13.0,15.42,Medium,Low,Hard food,Nutro,1.61,No,No,11.0,0.0,Very Active,1.0,544.7,No
Siberian Husky,Female,5.0,24.04,Medium,Low,Home cooked,Special,8.05,Yes,No,12.0,2.0,Very Active,0.0,759.97,No
Rottweiler,Female,7.0,18.14,Medium,Active,Wet food,Blue Buffalo,0.0,No,No,12.0,1.0,Moderate,0.0,615.28,No
Poodle,Female,9.0,24.95,Medium,Low,Home cooked,Special,4.83,No,Yes,12.0,2.0,Very Active,0.0,781.45,No
Australian Shepherd,Male,11.0,22.23,Medium,Active,Hard food,Hill's Science,4.83,Yes,No,8.0,3.0,Active,1.0,716.64,Yes
Dachshund,Female,7.0,7.26,Small,Moderate,Home cooked,Special,8.05,No,No,11.0,3.0,Very Active,2.0,309.6,Yes
Poodle,Female,11.0,29.94,Large,Low,Hard food,Purina,0.0,Yes,No,13.0,2.0,Very Active,0.0,895.96,No
Boxer,Male,10.0,29.03,Large,Low,Wet food,Nutro,6.44,Yes,No,14.0,2.0,Very Active,0.0,875.45,No
Great Dane,Male,9.0,29.03,Large,Active,Home cooked,Special,3.22,Yes,No,13.0,3.0,Low,2.0,875.45,Yes
Great Dane,Male,1.0,24.49,Medium,Very Active,Special diet,Purina,4.83,No,No,10.0,2.0,Very Active,0.0,770.62,Yes
German Shepherd,Female,5.0,30.84,Large,Active,Wet food,Iams,1.61,No,No,11.0,1.0,Moderate,0.0,916.08,No
Siberian Husky,Male,6.0,28.12,Large,Low,Special diet,Wellness,6.44,Yes,No,14.0,0.0,Very Active,1.0,854.79,Yes
Yorkshire Terrier,Female,3.0,16.78,Medium,Active,Special diet,Special,3.22,Yes,No,9.0,1.0,Low,2.0,580.35,Yes
Boxer,Female,6.0,33.57,Large,Active,Home cooked,Special,4.83,Yes,No,10.0,1.0,Very Active,3.0,976.25,Yes
Yorkshire Terrier,Female,9.0,29.03,Large,Moderate,Special diet,Iams,4.83,No,No,12.0,1.0,Low,1.0,875.45,Yes
Dachshund,Male,5.0,26.31,Large,Moderate,Wet food,Purina,4.83,Yes,No,10.0,2.0,Very Active,1.0,813.18,No
Labrador Retriever,Male,7.0,22.68,Medium,Moderate,Special diet,Royal Canin,4.83,Yes,No,11.0,1.0,Moderate,3.0,727.5,Yes
Rottweiler,Male,5.0,31.75,Large,Moderate,Home cooked,Special,6.44,Yes,No,12.0,2.0,Moderate,4.0,936.28,Yes
Great Dane,Male,8.0,14.06,Medium,Moderate,Hard food,Nutro,4.83,No,Yes,11.0,1.0,Very Active,1.0,508.26,Yes
Boxer,Male,12.0,18.14,Medium,Low,Special diet,Iams,4.83,No,No,10.0,1.0,Active,4.0,615.28,Yes
Australian Shepherd,Male,10.0,6.8,Small,Very Active,Hard food,Blue Buffalo,1.61,Yes,No,13.0,2.0,Very Active,1.0,294.77,No
Poodle,Male,5.0,12.25,Medium,Very Active,Wet food,Nutro,1.61,No,No,10.0,3.0,Moderate,0.0,458.35,Yes
German Shepherd,Male,3.0,21.32,Medium,Active,Hard food,Blue Buffalo,8.05,No,No,11.0,2.0,Moderate,3.0,694.53,Yes
Doberman,Male,2.0,21.32,Medium,Moderate,Home cooked,Special,6.44,Yes,No,11.0,0.0,Active,3.0,694.53,Yes
Yorkshire Terrier,Female,9.0,20.87,Medium,Moderate,Home cooked,Special,6.44,Yes,Yes,13.0,1.0,Very Active,1.0,683.5,No
Poodle,Male,5.0,12.25,Medium,Very Active,Wet food,Wellness,3.22,No,No,12.0,0.0,Very Active,1.0,458.35,Yes
Poodle,Female,3.0,24.95,Medium,Very Active,Wet food,Nutro,3.22,No,No,12.0,2.0,Moderate,1.0,781.45,Yes
Poodle,Male,5.0,27.67,Large,Moderate,Home cooked,Special,3.22,No,No,11.0,1.0,Very Active,1.0,844.51,Yes
Bulldog,Male,4.0,30.84,Large,Low,Special diet,Blue Buffalo,6.44,No,No,10.0,3.0,Moderate,1.0,916.08,Yes
Labrador Retriever,Male,11.0,27.67,Large,Active,Special diet,Iams,0.0,No,No,10.0,1.0,Moderate,1.0,844.51,Yes
Doberman,Female,7.0,33.57,Large,Moderate,Hard food,Nutro,4.83,No,No,11.0,3.0,Very Active,0.0,976.25,No
Great Dane,Female,11.0,31.3,Large,Low,Home cooked,Special,0.0,Yes,No,11.0,2.0,Active,1.0,926.31,No
Dachshund,Female,12.0,25.4,Large,Very Active,Hard food,Blue Buffalo,6.44,Yes,No,11.0,2.0,Very Active,0.0,792.0,No
Boxer,Male,11.0,26.31,Large,Active,Hard food,Royal Canin,1.61,No,No,11.0,2.0,Low,2.0,813.18,Yes
Beagle,Male,13.0,8.16,Small,Very Active,Home cooked,Special,4.83,No,No,11.0,0.0,Moderate,1.0,337.96,Yes
Yorkshire Terrier,Female,1.0,21.32,Medium,Active,Wet food,Special,6.44,No,No,11.0,0.0,Moderate,0.0,694.53,Yes
Dachshund,Female,13.0,34.93,Large,Active,Hard food,Wellness,4.83,No,No,11.0,2.0,Low,2.0,1005.77,Yes
German Shepherd,Female,8.0,31.75,Large,Active,Hard food,Wellness,6.44,No,No,11.0,1.0,Low,3.0,936.28,Yes
Dachshund,Male,8.0,6.8,Small,Active,Wet food,Pedigree,0.0,Yes,No,11.0,1.0,Very Active,1.0,294.77,No
Rottweiler,Male,7.0,19.96,Medium,Active,Hard food,Wellness,3.22,Yes,No,9.0,1.0,Moderate,3.0,661.03,Yes
Mixed/SRD,Male,1.0,14.51,Medium,Moderate,Special diet,Nutro,3.22,No,No,12.0,0.0,Very Active,1.0,520.41,Yes
Golden Retriever,Female,7.0,24.49,Medium,Low,Home cooked,Special,3.22,No,No,11.0,2.0,Very Active,1.0,770.62,Yes
Mixed/SRD,Female,1.0,27.67,Large,Moderate,Hard food,Wellness,4.83,No,No,9.0,0.0,Very Active,2.0,844.51,No
Beagle,Female,7.0,36.29,Large,Moderate,Home cooked,Special,6.44,Yes,No,10.0,1.0,Very Active,1.0,1035.0,Yes
