Raca,Sexo,Idade,peso_kg,porte_animal,Nivel_Atividade_Pet,Dieta_Atual,Marca_Racao,caminhada_diaria_km,Medicamentos,Convulsoes,Horas_Sono,Tempo_Brincadeira_Horas,Visitas_Anuais_Veterinario,calorias_diarias_RER,Status_Saude
Beagle,Macho,8.0,26.31,Grande,Ativo,Úmida,Blue Buffalo,4.83,Sim,Não,11.0,0.0,2.0,813.18,Sim
Siberian Husky,Macho,13.0,17.24,Médio,Muito Ativo,Caseira,Special,1.61,Não,Não,14.0,2.0,4.0,592.24,Sim
Chihuahua,Macho,8.0,23.59,Médio,Baixo,Caseira,Special,4.83,Sim,Não,9.0,3.0,2.0,749.28,Sim
Doberman,Fêmea,8.0,36.29,Grande,Baixo,Úmida,Royal Canin,1.61,Não,Não,10.0,2.0,2.0,1035.0,Sim
Boxer,Macho,10.0,26.76,Grande,Baixo,Ração Seca,Wellness,6.44,Não,Não,11.0,2.0,0.0,823.59,Não
Australian Shepherd,Fêmea,11.0,27.67,Grande,Muito Ativo,Caseira,Special,3.22,Não,Não,10.0,3.0,2.0,844.51,Sim
Great Dane,Fêmea,4.0,14.97,Médio,Baixo,Caseira,Special,0.0,Não,Não,11.0,2.0,2.0,532.74,Sim
Bulldog,Fêmea,12.0,20.41,Médio,Moderado,Especial,Hill's Science,3.22,Não,Não,12.0,2.0,3.0,672.17,Sim
Rottweiler,Macho,7.0,23.59,Médio,Ativo,Especial,Iams,1.61,Sim,Não,12.0,2.0,1.0,749.28,Sim
Siberian Husky,Fêmea,5.0,19.05,Médio,Ativo,Ração Seca,Hill's Science,1.61,Sim,Não,11.0,2.0,2.0,638.29,Sim
Golden Retriever,Macho,11.0,24.49,Médio,Moderado,Ração Seca,Iams,4.83,Não,Não,10.0,2.0,1.0,770.62,Não
Boxer,Fêmea,7.0,22.68,Médio,Moderado,Úmida,Blue Buffalo,3.22,Não,Não,10.0,2.0,1.0,727.5,Sim
German Shepherd,Fêmea,5.0,20.41,Médio,Ativo,Úmida,Hill's Science,4.83,Não,Não,10.0,1.0,3.0,672.17,Sim
Beagle,Macho,3.0,21.32,Médio,Moderado,Caseira,Special,1.61,Não,Não,9.0,1.0,3.0,694.53,Sim
Chihuahua,Fêmea,8.0,15.88,Médio,Moderado,Úmida,Iams,3.22,Sim,Não,11.0,2.0,0.0,556.85,Não
Great Dane,Macho,9.0,22.68,Médio,Moderado,Especial,Hill's Science,8.05,Não,Não,13.0,2.0,2.0,727.5,Sim
German Shepherd,Macho,8.0,29.94,Grande,Muito Ativo,Úmida,Royal Canin,6.44,Sim,Não,9.0,3.0,1.0,895.96,Sim
Doberman,Macho,9.0,23.59,Médio,Moderado,Especial,Pedigree,3.22,Não,Não,11.0,1.0,0.0,749.28,Não
Boxer,Fêmea,1.0,29.48,Grande,Moderado,Especial,Hill's Science,3.22,Não,Não,10.0,3.0,0.0,885.61,Sim
Labrador Retriever,Fêmea,13.0,16.78,Médio,Ativo,Úmida,Iams,6.44,Sim,Não,11.0,2.0,0.0,580.35,Não
Australian Shepherd,Macho,13.0,19.05,Médio,Baixo,Especial,Blue Buffalo,1.61,Não,Sim,11.0,1.0,4.0,638.29,Não
Poodle,Fêmea,6.0,27.22,Grande,Moderado,Especial,Wellness,4.83,Não,Não,11.0,2.0,1.0,834.19,Sim
Bulldog,Fêmea,13.0,27.67,Grande,Baixo,Úmida,Royal Canin,8.05,Sim,Não,12.0,3.0,1.0,844.51,Não
SRD (Sem Raça Definida),Macho,8.0,22.23,Médio,Moderado,Úmida,Nutro,8.05,Sim,Não,11.0,1.0,1.0,716.64,Sim
Australian Shepherd,Macho,3.0,27.67,Grande,Baixo,Especial,Blue Buffalo,4.83,Sim,Não,11.0,3.0,1.0,844.51,Não
Labrador Retriever,Fêmea,6.0,20.87,Médio,Moderado,Úmida,Pedigree,3.22,Sim,Não,10.0,1.0,0.0,683.5,Não
Labrador Retriever,Macho,10.0,8.16,Pequeno,Muito Ativo,Caseira,Special,4.83,Não,Não,9.0,1.0,2.0,337.96,Sim
German Shepherd,Fêmea,6.0,18.6,Médio,Muito Ativo,Caseira,Special,3.22,Não,Não,10.0,0.0,1.0,626.95,Sim
Dachshund,Macho,7.0,26.31,Grande,Ativo,Caseira,Special,3.22,Sim,Não,10.0,1.0,3.0,813.18,Sim
Poodle,Macho,1.0,23.59,Médio,Ativo,Ração Seca,Pedigree,0.0,Sim,Não,10.0,3.0,3.0,749.28,Não
Dachshund,Fêmea,3.0,38.56,Grande,Moderado,Caseira,Special,1.61,Sim,Não,10.0,2.0,1.0,1083.18,Não
Siberian Husky,Macho,1.0,23.59,Médio,Ativo,Ração Seca,Nutro,6.44,Sim,Não,10.0,2.0,3.0,749.28,Sim
Rottweiler,Macho,9.0,20.87,Médio,Baixo,Caseira,Special,3.22,Não,Não,12.0,1.0,0.0,683.5,Sim
Boxer,Macho,2.0,15.88,Médio,Ativo,Ração Seca,Hill's Science,6.44,Sim,Não,10.0,1.0,0.0,556.85,Não
Golden Retriever,Fêmea,1.0,38.56,Grande,Ativo,Úmida,Pedigree,1.61,Não,Não,12.0,2.0,2.0,1083.18,Sim
Yorkshire Terrier,Fêmea,1.0,16.33,Médio,Ativo,Caseira,Special,1.61,Sim,Não,10.0,2.0,3.0,568.64,Sim
Australian Shepherd,Macho,3.0,26.76,Grande,Moderado,Úmida,Royal Canin,4.83,Sim,Não,10.0,2.0,1.0,823.59,Sim
Doberman,Macho,11.0,19.96,Médio,Ativo,Especial,Wellness,1.61,Não,Não,11.0,0.0,1.0,661.03,Sim
Bulldog,Macho,13.0,24.95,Médio,Muito Ativo,Úmida,Hill's Science,0.0,Sim,Não,9.0,0.0,0.0,781.45,Não
Bulldog,Fêmea,7.0,26.76,Grande,Ativo,Caseira,Special,1.61,Sim,Não,10.0,1.0,1.0,823.59,Sim
Great Dane,Macho,12.0,19.05,Médio,Moderado,Especial,Hill's Science,3.22,Sim,Não,10.0,1.0,1.0,638.29,Sim
Dachshund,Fêmea,4.0,20.87,Médio,Ativo,Especial,Royal Canin,6.44,Não,Não,12.0,3.0,1.0,683.5,Sim
Doberman,Macho,7.0,25.4,Grande,Ativo,Especial,Hill's Science,3.22,Sim,Não,12.0,2.0,1.0,792.0,Sim
German Shepherd,Fêmea,3.0,26.76,Grande,Baixo,Caseira,Special,3.22,Sim,Não,10.0,1.0,0.0,823.59,Sim
Dachshund,Fêmea,5.0,26.76,Grande,Muito Ativo,Caseira,Special,11.27,Sim,Não,13.0,2.0,1.0,823.59,Sim
Chihuahua,Fêmea,12.0,30.39,Grande,Ativo,Caseira,Special,4.83,Não,Não,11.0,0.0,1.0,906.04,Sim
Poodle,Fêmea,13.0,31.75,Grande,Baixo,Ração Seca,Blue Buffalo,3.22,Sim,Não,10.0,2.0,1.0,936.28,Não
Doberman,Macho,7.0,18.14,Médio,Ativo,Ração Seca,Nutro,1.61,Sim,Não,13.0,1.0,0.0,615.28,Não
Rottweiler,Macho,1.0,24.04,Médio,Moderado,Úmida,Pedigree,8.05,Não,Não,8.0,1.0,0.0,759.97,Não
Australian Shepherd,Macho,6.0,24.95,Médio,Ativo,Ração Seca,Wellness,1.61,Não,Não,12.0,3.0,0.0,781.45,Sim
Bulldog,Fêmea,10.0,20.87,Médio,Ativo,Ração Seca,Hill's Science,9.66,Não,Não,11.0,1.0,0.0,683.5,Não
Labrador Retriever,Macho,5.0,24.95,Médio,Ativo,Ração Seca,Wellness,0.0,Não,Não,11.0,2.0,2.0,781.45,Sim
Great Dane,Macho,2.0,24.95,Médio,Ativo,Especial,Wellness,0.0,Não,Não,13.0,0.0,1.0,781.45,Sim
Bulldog,Macho,10.0,30.39,Grande,Muito Ativo,Especial,Royal Canin,1.61,Sim,Não,11.0,3.0,1.0,906.04,Sim
Poodle,Macho,1.0,20.41,Médio,Moderado,Ração Seca,Hill's Science,4.83,Sim,Não,11.0,4.0,2.0,672.17,Não
Dachshund,Fêmea,8.0,29.03,Grande,Ativo,Úmida,Royal Canin,1.61,Não,Não,11.0,1.0,1.0,875.45,Sim
Chihuahua,Macho,4.0,30.39,Grande,Ativo,Úmida,Wellness,3.22,Sim,Não,11.0,2.0,0.0,906.04,Sim
Poodle,Fêmea,3.0,26.31,Grande,Baixo,Especial,Hill's Science,4.83,Sim,Não,13.0,2.0,3.0,813.18,Sim
Labrador Retriever,Macho,12.0,25.4,Grande,Ativo,Especial,Iams,1.61,Sim,Não,14.0,2.0,4.0,792.0,Sim
Beagle,Fêmea,13.0,19.05,Médio,Baixo,Úmida,Blue Buffalo,8.05,Não,Não,12.0,2.0,2.0,638.29,Sim
Beagle,Macho,1.0,24.49,Médio,Muito Ativo,Úmida,Wellness,3.22,Sim,Não,10.0,1.0,2.0,770.62,Sim
Chihuahua,Macho,11.0,26.76,Grande,Ativo,Especial,Pedigree,9.66,Sim,Não,13.0,2.0,0.0,823.59,Não
Dachshund,Fêmea,10.0,22.68,Médio,Moderado,Ração Seca,Wellness,8.05,Sim,Não,10.0,1.0,1.0,727.5,Não
Dachshund,Macho,13.0,10.43,Médio,Ativo,Caseira,Special,3.22,Não,Não,11.0,2.0,2.0,406.27,Sim
Yorkshire Terrier,Fêmea,8.0,14.97,Médio,Muito Ativo,Úmida,Special,6.44,Sim,Não,13.0,1.0,2.0,532.74,Sim
Great Dane,Fêmea,4.0,21.77,Médio,Ativo,Especial,Wellness,1.61,Sim,Não,12.0,2.0,1.0,705.49,Sim
Dachshund,Fêmea,13.0,32.21,Grande,Ativo,Especial,Royal Canin,4.83,Sim,Não,11.0,2.0,1.0,946.44,Sim
Poodle,Fêmea,1.0,14.51,Médio,Moderado,Ração Seca,Purina,4.83,Sim,Não,11.0,1.0,2.0,520.41,Não
German Shepherd,Fêmea,6.0,28.58,Grande,Baixo,Caseira,Special,4.83,Não,Não,10.0,2.0,1.0,865.26,Sim
Siberian Husky,Macho,1.0,16.33,Médio,Muito Ativo,Especial,Iams,1.61,Não,Não,13.0,1.0,2.0,568.64,Sim
Beagle,Fêmea,6.0,16.78,Médio,Muito Ativo,Ração Seca,Pedigree,6.44,Sim,Não,13.0,3.0,0.0,580.35,Não
Beagle,Macho,4.0,11.79,Médio,Moderado,Úmida,Blue Buffalo,3.22,Não,Não,10.0,2.0,3.0,445.38,Sim
Siberian Husky,Macho,1.0,24.49,Médio,Baixo,Ração Seca,Iams,3.22,Não,Não,12.0,3.0,1.0,770.62,Sim
German Shepherd,Macho,13.0,24.95,Médio,Ativo,Caseira,Special,3.22,Sim,Não,14.0,2.0,1.0,781.45,Sim
Bulldog,Fêmea,7.0,25.4,Grande,Ativo,Caseira,Special,6.44,Sim,Não,10.0,1.0,2.0,792.0,Sim
Poodle,Fêmea,9.0,21.32,Médio,Ativo,Caseira,Special,4.83,Não,Não,12.0,2.0,0.0,694.53,Sim
Beagle,Macho,3.0,34.47,Grande,Baixo,Úmida,Iams,3.22,Não,Não,12.0,0.0,0.0,995.82,Sim
Beagle,Macho,13.0,19.96,Médio,Ativo,Caseira,Special,3.22,Não,Sim,11.0,0.0,2.0,661.03,Não
Chihuahua,Macho,4.0,29.48,Grande,Ativo,Caseira,Special,6.44,Sim,Não,11.0,1.0,3.0,885.61,Sim
Great Dane,Macho,6.0,16.33,Médio,Ativo,Caseira,Special,1.61,Sim,Não,10.0,0.0,2.0,568.64,Sim
Boxer,Macho,5.0,26.76,Grande,Moderado,Caseira,Special,6.44,Sim,Não,13.0,1.0,1.0,823.59,Sim
Beagle,Macho,10.0,22.68,Médio,Baixo,Úmida,Pedigree,8.05,Sim,Não,10.0,1.0,1.0,727.5,Não
Yorkshire Terrier,Fêmea,1.0,11.34,Médio,Baixo,Especial,Hill's Science,1.61,Sim,Não,10.0,2.0,4.0,432.57,Sim
Doberman,Macho,1.0,15.42,Médio,Ativo,Úmida,Royal Canin,8.05,Não,Não,9.0,2.0,1.0,544.7,Sim
Labrador Retriever,Fêmea,10.0,23.13,Médio,Muito Ativo,Úmida,Purina,3.22,Sim,Não,10.0,1.0,3.0,738.29,Sim
Golden Retriever,Macho,7.0,28.12,Grande,Ativo,Caseira,Special,8.05,Não,Não,11.0,2.0,0.0,854.79,Sim
Boxer,Fêmea,3.0,24.49,Médio,Baixo,Úmida,Nutro,3.22,Sim,Não,10.0,1.0,1.0,770.62,Sim
Siberian Husky,Macho,6.0,23.59,Médio,Baixo,Caseira,Special,4.83,Sim,Não,11.0,1.0,2.0,749.28,Sim
Golden Retriever,Macho,2.0,27.67,Grande,Ativo,Especial,Royal Canin,9.66,Não,Não,11.0,2.0,2.0,844.51,Sim
Yorkshire Terrier,Fêmea,2.0,30.39,Grande,Ativo,Ração Seca,Hill's Science,3.22,Sim,Não,10.0,0.0,0.0,906.04,Não
Poodle,Macho,11.0,17.24,Médio,Ativo,Caseira,Special,6.44,Não,Não,12.0,1.0,2.0,592.24,Sim
Rottweiler,Macho,2.0,32.21,Grande,Ativo,Úmida,Royal Canin,3.22,Sim,Não,10.0,0.0,3.0,946.44,Sim
Dachshund,Macho,5.0,32.66,Grande,Baixo,Úmida,Pedigree,3.22,Não,Não,12.0,2.0,2.0,956.34,Sim
Beagle,Macho,10.0,29.48,Grande,Ativo,Especial,Purina,3.22,Sim,Não,9.0,1.0,0.0,885.61,Não
Siberian Husky,Macho,3.0,34.02,Grande,Moderado,Especial,Royal Canin,6.44,Sim,Não,8.0,0.0,1.0,986.05,Sim
German Shepherd,Fêmea,7.0,15.88,Médio,Muito Ativo,Especial,Wellness,6.44,Não,Não,13.0,1.0,1.0,556.85,Sim
Australian Shepherd,Fêmea,5.0,22.23,Médio,Baixo,Caseira,Special,8.05,Sim,Não,8.0,0.0,3.0,716.64,Sim
Australian Shepherd,Macho,1.0,27.22,Grande,Moderado,Especial,Special,8.05,Não,Não,10.0,1.0,2.0,834.19,Não
Rottweiler,Fêmea,2.0,26.31,Grande,Muito Ativo,Úmida,Wellness,3.22,Sim,Não,12.0,1.0,1.0,813.18,Sim
Doberman,Macho,10.0,14.51,Médio,Ativo,Caseira,Special,6.44,Sim,Não,12.0,1.0,1.0,520.41,Sim
Yorkshire Terrier,Macho,12.0,16.78,Médio,Muito Ativo,Especial,Nutro,3.22,Sim,Não,12.0,2.0,4.0,580.35,Sim
Australian Shepherd,Macho,13.0,22.68,Médio,Ativo,Úmida,Nutro,8.05,Não,Não,12.0,1.0,1.0,727.5,Sim
Rottweiler,Fêmea,9.0,28.58,Grande,Moderado,Ração Seca,Iams,3.22,Não,Não,10.0,0.0,1.0,865.26,Não
Boxer,Fêmea,10.0,22.68,Médio,Ativo,Úmida,Hill's Science,6.44,Não,Não,10.0,1.0,4.0,727.5,Não
Beagle,Fêmea,13.0,29.03,Grande,Ativo,Ração Seca,Blue Buffalo,3.22,Não,Não,11.0,2.0,4.0,875.45,Sim
Labrador Retriever,Fêmea,9.0,25.4,Grande,Ativo,Caseira,Special,6.44,Não,Não,10.0,2.0,0.0,792.0,Sim
Yorkshire Terrier,Macho,2.0,17.24,Médio,Ativo,Úmida,Pedigree,3.22,Não,Não,12.0,2.0,1.0,592.24,Sim
Siberian Husky,Macho,11.0,16.33,Médio,Ativo,Úmida,Blue Buffalo,3.22,Não,Não,9.0,0.0,2.0,568.64,Não
Labrador Retriever,Macho,12.0,31.3,Grande,Ativo,Caseira,Special,6.44,Sim,Não,12.0,1.0,2.0,926.31,Sim
Golden Retriever,Macho,9.0,28.58,Grande,Ativo,Ração Seca,Hill's Science,4.83,Não,Não,10.0,1.0,3.0,865.26,Sim
Rottweiler,Fêmea,10.0,22.68,Médio,Baixo,Úmida,Purina,4.83,Não,Não,9.0,2.0,2.0,727.5,Não
Siberian Husky,Fêmea,5.0,30.39,Grande,Baixo,Ração Seca,Purina,4.83,Não,Não,11.0,0.0,2.0,906.04,Sim
Golden Retriever,Macho,2.0,16.78,Médio,Muito Ativo,Especial,Pedigree,4.83,Não,Não,11.0,4.0,3.0,580.35,Sim
German Shepherd,Fêmea,8.0,12.7,Médio,Muito Ativo,Especial,Nutro,0.0,Não,Não,13.0,0.0,1.0,470.92,Sim
Yorkshire Terrier,Macho,3.0,26.76,Grande,Muito Ativo,Especial,Iams,3.22,Sim,Não,10.0,2.0,1.0,823.59,Sim
Australian Shepherd,Fêmea,4.0,23.13,Médio,Ativo,Ração Seca,Pedigree,3.22,Não,Não,10.0,1.0,4.0,738.29,Sim
Doberman,Fêmea,12.0,23.13,Médio,Ativo,Especial,Royal Canin,4.83,Sim,Não,10.0,2.0,4.0,738.29,Não
Doberman,Macho,2.0,8.62,Pequeno,Ativo,Especial,Iams,8.05,Não,Não,12.0,2.0,0.0,352.15,Sim
Chihuahua,Macho,8.0,22.68,Médio,Baixo,Caseira,Special,8.05,Sim,Não,9.0,2.0,1.0,727.5,Sim
Doberman,Fêmea,3.0,17.24,Médio,Moderado,Especial,Blue Buffalo,4.83,Não,Não,12.0,1.0,0.0,592.24,Sim
Australian Shepherd,Macho,10.0,21.32,Médio,Muito Ativo,Caseira,Special,3.22,Não,Não,12.0,2.0,3.0,694.53,Sim
German Shepherd,Fêmea,2.0,29.48,Grande,Ativo,Ração Seca,Iams,6.44,Não,Não,11.0,3.0,0.0,885.61,Sim
Labrador Retriever,Macho,2.0,25.85,Grande,Moderado,Ração Seca,Purina,1.61,Não,Não,11.0,2.0,2.0,802.5,Sim
Golden Retriever,Macho,4.0,24.49,Médio,Ativo,Úmida,Blue Buffalo,4.83,Não,Não,10.0,3.0,1.0,770.62,Sim
Yorkshire Terrier,Macho,8.0,37.65,Grande,Ativo,Especial,Purina,8.05,Não,Não,10.0,3.0,0.0,1063.95,Sim
Great Dane,Macho,11.0,29.03,Grande,Baixo,Especial,Pedigree,4.83,Sim,Não,11.0,2.0,2.0,875.45,Sim
Great Dane,Fêmea,1.0,25.4,Grande,Ativo,Úmida,Iams,9.66,Não,Não,11.0,3.0,1.0,792.0,Sim
Yorkshire Terrier,Fêmea,8.0,22.23,Médio,Moderado,Úmida,Pedigree,1.61,Sim,Não,11.0,2.0,4.0,716.64,Sim
Bulldog,Fêmea,13.0,24.95,Médio,Muito Ativo,Úmida,Purina,4.83,Sim,Não,11.0,1.0,0.0,781.45,Não
Poodle,Macho,12.0,29.48,Grande,Ativo,Úmida,Blue Buffalo,9.66,Sim,Não,10.0,0.0,1.0,885.61,Sim
Yorkshire Terrier,Macho,2.0,22.23,Médio,Moderado,Especial,Purina,3.22,Sim,Não,11.0,1.0,3.0,716.64,Sim
SRD (Sem Raça Definida),Fêmea,5.0,25.4,Grande,Muito Ativo,Úmida,Nutro,4.83,Não,Não,11.0,2.0,2.0,792.0,Sim
Yorkshire Terrier,Fêmea,4.0,23.59,Médio,Muito Ativo,Úmida,Iams,1.61,Sim,Não,9.0,2.0,2.0,749.28,Sim
Poodle,Fêmea,11.0,32.66,Grande,Muito Ativo,Caseira,Special,8.05,Não,Não,11.0,3.0,2.0,956.34,Sim
Golden Retriever,Macho,5.0,23.59,Médio,Ativo,Especial,Wellness,1.61,Não,Não,11.0,3.0,3.0,749.28,Sim
German Shepherd,Macho,5.0,25.4,Grande,Moderado,Ração Seca,Iams,6.44,Não,Não,10.0,0.0,3.0,792.0,Sim
Dachshund,Fêmea,7.0,27.22,Grande,Ativo,Úmida,Special,4.83,Sim,Não,13.0,1.0,2.0,834.19,Sim
Bulldog,Fêmea,9.0,19.5,Médio,Muito Ativo,Caseira,Special,8.05,Não,Não,11.0,2.0,1.0,649.57,Sim
Doberman,Fêmea,9.0,19.05,Médio,Ativo,Caseira,Special,1.61,Sim,Não,9.0,1.0,3.0,638.29,Sim
Labrador Retriever,Macho,10.0,29.03,Grande,Ativo,Caseira,Special,4.83,Não,Não,13.0,1.0,0.0,875.45,Sim
Doberman,Macho,1.0,20.41,Médio,Baixo,Úmida,Purina,3.22,Sim,Não,10.0,2.0,2.0,672.17,Não
Doberman,Macho,8.0,17.24,Médio,Baixo,Ração Seca,Nutro,3.22,Sim,Não,11.0,3.0,3.0,592.24,Sim
Australian Shepherd,Macho,7.0,34.02,Grande,Muito Ativo,Ração Seca,Pedigree,0.0,Sim,Não,13.0,2.0,0.0,986.05,Sim
Golden Retriever,Fêmea,13.0,19.96,Médio,Ativo,Caseira,Special,4.83,Não,Não,11.0,0.0,1.0,661.03,Sim
Bulldog,Macho,9.0,30.39,Grande,Muito Ativo,Especial,Pedigree,1.61,Não,Não,12.0,2.0,1.0,906.04,Sim
Beagle,Fêmea,13.0,15.42,Médio,Ativo,Ração Seca,Blue Buffalo,1.61,Sim,Não,9.0,0.0,0.0,544.7,Não
Beagle,Fêmea,10.0,16.78,Médio,Muito Ativo,Úmida,Blue Buffalo,3.22,Não,Não,12.0,1.0,3.0,580.35,Sim
Golden Retriever,Macho,12.0,27.67,Grande,Baixo,Úmida,Hill's Science,6.44,Não,Não,10.0,2.0,1.0,844.51,Sim
Yorkshire Terrier,Macho,2.0,16.33,Médio,Baixo,Especial,Hill's Science,6.44,Sim,Não,14.0,2.0,2.0,568.64,Sim
Beagle,Fêmea,9.0,18.6,Médio,Baixo,Especial,Iams,3.22,Não,Não,9.0,3.0,3.0,626.95,Sim
Rottweiler,Macho,12.0,17.69,Médio,Muito Ativo,Úmida,Blue Buffalo,8.05,Sim,Não,11.0,3.0,1.0,603.8,Não
Yorkshire Terrier,Fêmea,1.0,26.76,Grande,Ativo,Caseira,Special,4.83,Não,Não,10.0,2.0,1.0,823.59,Sim
Boxer,Fêmea,2.0,24.04,Médio,Ativo,Úmida,Special,1.61,Não,Não,8.0,0.0,1.0,759.97,Sim
Boxer,Fêmea,11.0,28.12,Grande,Baixo,Caseira,Special,9.66,Sim,Não,10.0,2.0,2.0,854.79,Sim
Rottweiler,Macho,13.0,33.57,Grande,Baixo,Caseira,Special,1.61,Não,Não,12.0,4.0,1.0,976.25,Sim
Beagle,Fêmea,11.0,34.47,Grande,Ativo,Caseira,Special,4.83,Não,Não,12.0,0.0,0.0,995.82,Sim
Labrador Retriever,Fêmea,9.0,22.23,Médio,Ativo,Úmida,Iams,3.22,Sim,Não,10.0,2.0,0.0,716.64,Não
Doberman,Fêmea,4.0,17.24,Médio,Ativo,Especial,Nutro,4.83,Não,Não,12.0,1.0,0.0,592.24,Sim
Rottweiler,Fêmea,5.0,19.05,Médio,Moderado,Ração Seca,Wellness,3.22,Sim,Não,11.0,1.0,1.0,638.29,Sim
Chihuahua,Macho,8.0,18.6,Médio,Baixo,Ração Seca,Royal Canin,6.44,Sim,Sim,11.0,3.0,0.0,626.95,Não
Labrador Retriever,Macho,1.0,22.68,Médio,Ativo,Ração Seca,Wellness,9.66,Sim,Não,9.0,3.0,1.0,727.5,Sim
Australian Shepherd,Fêmea,10.0,16.33,Médio,Baixo,Ração Seca,Royal Canin,0.0,Não,Não,13.0,2.0,2.0,568.64,Sim
Rottweiler,Macho,7.0,15.88,Médio,Moderado,Caseira,Special,4.83,Não,Não,10.0,2.0,3.0,556.85,Sim
Boxer,Fêmea,7.0,22.68,Médio,Ativo,Caseira,Special,6.44,Sim,Não,13.0,1.0,1.0,727.5,Sim
Chihuahua,Macho,8.0,23.13,Médio,Baixo,Especial,Purina,4.83,Não,Não,12.0,2.0,0.0,738.29,Sim
Chihuahua,Macho,6.0,28.12,Grande,Ativo,Úmida,Wellness,1.61,Não,Não,9.0,1.0,2.0,854.79,Sim
Beagle,Macho,13.0,15.42,Médio,Baixo,Ração Seca,Nutro,1.61,Não,Não,11.0,0.0,1.0,544.7,Não
Siberian Husky,Fêmea,5.0,24.04,Médio,Baixo,Caseira,Special,8.05,Sim,Não,12.0,2.0,0.0,759.97,Não
Rottweiler,Fêmea,7.0,18.14,Médio,Ativo,Úmida,Blue Buffalo,0.0,Não,Não,12.0,1.0,0.0,615.28,Não
Poodle,Fêmea,9.0,24.95,Médio,Baixo,Caseira,Special,4.83,Não,Sim,12.0,2.0,0.0,781.45,Não
Australian Shepherd,Macho,11.0,22.23,Médio,Ativo,Ração Seca,Hill's Science,4.83,Sim,Não,8.0,3.0,1.0,716.64,Sim
Dachshund,Fêmea,7.0,7.26,Pequeno,Moderado,Caseira,Special,8.05,Não,Não,11.0,3.0,2.0,309.6,Sim
Poodle,Fêmea,11.0,29.94,Grande,Baixo,Ração Seca,Purina,0.0,Sim,Não,13.0,2.0,0.0,895.96,Não
Boxer,Macho,10.0,29.03,Grande,Baixo,Úmida,Nutro,6.44,Sim,Não,14.0,2.0,0.0,875.45,Não
Great Dane,Macho,9.0,29.03,Grande,Ativo,Caseira,Special,3.22,Sim,Não,13.0,3.0,2.0,875.45,Sim
Great Dane,Macho,1.0,24.49,Médio,Muito Ativo,Especial,Purina,4.83,Não,Não,10.0,2.0,0.0,770.62,Sim
German Shepherd,Fêmea,5.0,30.84,Grande,Ativo,Úmida,Iams,1.61,Não,Não,11.0,1.0,0.0,916.08,Não
Siberian Husky,Macho,6.0,28.12,Grande,Baixo,Especial,Wellness,6.44,Sim,Não,14.0,0.0,1.0,854.79,Sim
Yorkshire Terrier,Fêmea,3.0,16.78,Médio,Ativo,Especial,Special,3.22,Sim,Não,9.0,1.0,2.0,580.35,Sim
Boxer,Fêmea,6.0,33.57,Grande,Ativo,Caseira,Special,4.83,Sim,Não,10.0,1.0,3.0,976.25,Sim
Yorkshire Terrier,Fêmea,9.0,29.03,Grande,Moderado,Especial,Iams,4.83,Não,Não,12.0,1.0,1.0,875.45,Sim
Dachshund,Macho,5.0,26.31,Grande,Moderado,Úmida,Purina,4.83,Sim,Não,10.0,2.0,1.0,813.18,Não
Labrador Retriever,Macho,7.0,22.68,Médio,Moderado,Especial,Royal Canin,4.83,Sim,Não,11.0,1.0,3.0,727.5,Sim
Rottweiler,Macho,5.0,31.75,Grande,Moderado,Caseira,Special,6.44,Sim,Não,12.0,2.0,4.0,936.28,Sim
Great Dane,Macho,8.0,14.06,Médio,Moderado,Ração Seca,Nutro,4.83,Não,Sim,11.0,1.0,1.0,508.26,Sim
Boxer,Macho,12.0,18.14,Médio,Baixo,Especial,Iams,4.83,Não,Não,10.0,1.0,4.0,615.28,Sim
Australian Shepherd,Macho,10.0,6.8,Pequeno,Muito Ativo,Ração Seca,Blue Buffalo,1.61,Sim,Não,13.0,2.0,1.0,294.77,Não
Poodle,Macho,5.0,12.25,Médio,Muito Ativo,Úmida,Nutro,1.61,Não,Não,10.0,3.0,0.0,458.35,Sim
German Shepherd,Macho,3.0,21.32,Médio,Ativo,Ração Seca,Blue Buffalo,8.05,Não,Não,11.0,2.0,3.0,694.53,Sim
Doberman,Macho,2.0,21.32,Médio,Moderado,Caseira,Special,6.44,Sim,Não,11.0,0.0,3.0,694.53,Sim
Yorkshire Terrier,Fêmea,9.0,20.87,Médio,Moderado,Caseira,Special,6.44,Sim,Sim,13.0,1.0,1.0,683.5,Não
Poodle,Macho,5.0,12.25,Médio,Muito Ativo,Úmida,Wellness,3.22,Não,Não,12.0,0.0,1.0,458.35,Sim
Poodle,Fêmea,3.0,24.95,Médio,Muito Ativo,Úmida,Nutro,3.22,Não,Não,12.0,2.0,1.0,781.45,Sim
Poodle,Macho,5.0,27.67,Grande,Moderado,Caseira,Special,3.22,Não,Não,11.0,1.0,1.0,844.51,Sim
Bulldog,Macho,4.0,30.84,Grande,Baixo,Especial,Blue Buffalo,6.44,Não,Não,10.0,3.0,1.0,916.08,Sim
Labrador Retriever,Macho,11.0,27.67,Grande,Ativo,Especial,Iams,0.0,Não,Não,10.0,1.0,1.0,844.51,Sim
Doberman,Fêmea,7.0,33.57,Grande,Moderado,Ração Seca,Nutro,4.83,Não,Não,11.0,3.0,0.0,976.25,Não
Great Dane,Fêmea,11.0,31.3,Grande,Baixo,Caseira,Special,0.0,Sim,Não,11.0,2.0,1.0,926.31,Não
